Source ,Source_ID,API,Date,Treatment_Type,Production _Type,Production_Type_Note,Water_Volume_gal,County,Field,Latitude,Longitude,Operator,True_Vertical_Depth,Perforation_Length
FF_Disclosures_Refined,1438,04-030-48132,2012-08-21,Hydraulic Fracture,Oil,,"325,920",Kern,"Shafter, North",35.55051,-119.28363,Occidental Oil and Gas,"8,160",
FF_Disclosures_Refined,1439,04-030-49883,2013-04-01,Hydraulic Fracture,Oil,,"570,318",Kern,"Shafter, North",35.51844,-119.25976,Occidental Oil and Gas,"8,150",
FF_Disclosures_Refined,1440,04-030-46387,2013-05-15,Hydraulic Fracture,Oil,,"716,730",Kern,"Shafter, North",35.52542,-119.26505,Occidental Oil and Gas,"8,000",
FF_Disclosures_Refined,1441,04-030-50703,2013-06-07,Hydraulic Fracture,Oil,,"627,606",Kern,"Shafter, North",35.5396,-119.28261,Occidental Oil and Gas,"8,270",
FF_Disclosures_Refined,1442,04-030-26737,2013-11-30,Hydraulic Fracture,Oil,,"273,738",Kern,"Shafter, North",35.50722222,-119.2555556,Occidental Oil and Gas,"7,851",
FF_Disclosures_Refined,1443,04-030-48882,2013-12-30,Hydraulic Fracture,Oil,,"256,428",Kern,,35.15252504,-119.3164279,Occidental Oil and Gas,"9,830",
FF_Disclosures_Refined,1444,04-030-37933,2011-12-15,Hydraulic Fracture,Oil,,"80,052",Kern,,35.23054,-119.20907,Occidental Oil and Gas,"11,523",
FF_Disclosures_Refined,1445,04-030-45869,2012-04-11,Hydraulic Fracture,Oil,,"326,550",Kern,,35.49759,-119.24988,Occidental Oil and Gas,"8,081",
FF_Disclosures_Refined,1446,04-030-44686,2012-04-27,Hydraulic Fracture,Oil,,"53,550",Kern,,35.3307,-119.72928,Occidental Oil and Gas,"8,754",
FF_Disclosures_Refined,1447,04-030-43714,2012-05-19,Hydraulic Fracture,Oil,,"177,198",Kern,Monument Junction,35.38689,-119.65923,Occidental Oil and Gas,"6,782",
FF_Disclosures_Refined,1448,04-030-46934,2012-06-09,Hydraulic Fracture,Oil,,"336,830",Kern,,35.46,-119.22,Occidental Oil and Gas,"7,090",
FF_Disclosures_Refined,1449,04-030-47677,2012-06-30,Hydraulic Fracture,Oil,,"494,760",Kern,,35.49761,-119.24907,Occidental Oil and Gas,"7,610",
FF_Disclosures_Refined,1450,04-030-47642,2012-07-09,Hydraulic Fracture,Oil,,"314,160",Kern,,35.49747,-119.25013,Occidental Oil and Gas,"8,101",
FF_Disclosures_Refined,1451,04-030-47678,2012-08-18,Hydraulic Fracture,Oil,,"314,790",Kern,,35.49775,-119.24907,Occidental Oil and Gas,"8,040",
FF_Disclosures_Refined,1452,04-030-42051,2012-08-20,Hydraulic Fracture,Oil,,"614,376",Kern,,35.48863,-119.24788,Occidental Oil and Gas,"8,432",
FF_Disclosures_Refined,1453,04-030-48344,2012-10-08,Hydraulic Fracture,Oil,,"335,958",Kern,,35.49755,-119.24992,Occidental Oil and Gas,"8,032",
FF_Disclosures_Refined,1454,04-030-35996,2012-10-22,Hydraulic Fracture,Oil,,"65,478",Kern,,35.44785,-119.81279,Occidental Oil and Gas,"2,312",
FF_Disclosures_Refined,1455,04-030-48476,2012-12-19,Hydraulic Fracture,Oil,,"271,698",Kern,,35.4882,-119.24722,Occidental Oil and Gas,"8,200",
FF_Disclosures_Refined,1456,04-030-48477,2013-03-08,Hydraulic Fracture,Oil,,"471,324",Kern,,35.48819,-119.2468,Occidental Oil and Gas,"8,148",
FF_Disclosures_Refined,1457,04-030-44367,2011-10-23,Hydraulic Fracture,Oil,,"297,822",Kern,"Belridge, South",35.483982,-119.749827,XTO Energy/ExxonMobil,"2,929",
FF_Disclosures_Refined,1458,04-030-44463,2011-12-05,Hydraulic Fracture,Oil,,"266,994",Kern,"Belridge, South",35.480242,-119.755393,XTO Energy/ExxonMobil,"2,878",
FF_Disclosures_Refined,1459,04-030-44313,2011-11-17,Hydraulic Fracture,Oil,,"203,616",Kern,"Belridge, South",35.479859,-119.754995,XTO Energy/ExxonMobil,"2,871",
FF_Disclosures_Refined,1460,04-030-44312,2011-11-17,Hydraulic Fracture,Oil,,"219,366",Kern,"Belridge, South",35.480589,-119.755752,XTO Energy/ExxonMobil,"2,887",
FF_Disclosures_Refined,1461,04-030-44432,2011-11-15,Hydraulic Fracture,Oil,,"269,220",Kern,"Belridge, South",35.481641,-119.753579,XTO Energy/ExxonMobil,"2,817",
FF_Disclosures_Refined,1462,04-030-44366,2011-10-18,Hydraulic Fracture,Oil,,"226,212",Kern,"Belridge, South",35.477434,-119.752462,XTO Energy/ExxonMobil,"2,934",
FF_Disclosures_Refined,1463,04-030-44368,2011-10-17,Hydraulic Fracture,Oil,,"252,630",Kern,"Belridge, South",35.478133,-119.751045,XTO Energy/ExxonMobil,"2,848",
FF_Disclosures_Refined,1464,04-030-44369,2011-10-16,Hydraulic Fracture,Oil,,"230,370",Kern,"Belridge, South",35.478551,-119.750533,XTO Energy/ExxonMobil,"2,893",
FF_Disclosures_Refined,1465,04-030-44372,2011-10-10,Hydraulic Fracture,Oil,,"297,948",Kern,"Belridge, South",35.478367,-119.746607,XTO Energy/ExxonMobil,"2,846",
FF_Disclosures_Refined,1466,04-030-44462,2011-12-07,Hydraulic Fracture,Oil,,"280,056",Kern,"Belridge, South",35.481523,-119.755037,XTO Energy/ExxonMobil,"2,857",
FF_Disclosures_Refined,1467,04-030-44371,2011-10-10,Hydraulic Fracture,Oil,,"256,326",Kern,"Belridge, South",35.479158,-119.746379,XTO Energy/ExxonMobil,"2,926",
FF_Disclosures_Refined,1468,04-030-41641,2011-11-17,Hydraulic Fracture,Oil,,"222,474",Kern,"Belridge, South",35.479352,-119.753631,XTO Energy/ExxonMobil,"2,882",
FF_Disclosures_Refined,1469,04-030-44431,2011-11-15,Hydraulic Fracture,Oil,,"269,262",Kern,"Belridge, South",35.481157,-119.754282,XTO Energy/ExxonMobil,"2,865",
FF_Disclosures_Refined,1470,04-030-44370,2011-10-23,Hydraulic Fracture,Oil,,"296,436",Kern,"Belridge, South",35.482042,-119.748886,XTO Energy/ExxonMobil,"2,882",
FF_Disclosures_Refined,1471,04-030-44311,2011-12-07,Hydraulic Fracture,Oil,,"276,948",Kern,"Belridge, South",35.481103,-119.756289,XTO Energy/ExxonMobil,"2,890",
FF_Disclosures_Refined,1472,04-030-44433,2011-10-21,Hydraulic Fracture,Oil,,"299,460",Kern,"Belridge, South",35.482559,-119.751449,XTO Energy/ExxonMobil,"2,864",
FF_Disclosures_Refined,1473,04-030-44464,2011-10-21,Hydraulic Fracture,Oil,,"272,034",Kern,"Belridge, South",35.482936,-119.752964,XTO Energy/ExxonMobil,"2,843",
FF_Disclosures_Refined,1474,04-030-41649,2011-10-15,Hydraulic Fracture,Oil,,"270,270",Kern,"Belridge, South",35.478852,-119.747131,XTO Energy/ExxonMobil,"2,854",
FF_Disclosures_Refined,1475,04-030-44382,2011-10-12,Hydraulic Fracture,Oil,,"272,076",Kern,"Belridge, South",35.478616,-119.746813,XTO Energy/ExxonMobil,"2,860",
FF_Disclosures_Refined,1476,04-030-44383,2011-10-12,Hydraulic Fracture,Oil,,"290,304",Kern,"Belridge, South",35.478219,-119.743686,XTO Energy/ExxonMobil,"2,875",
FF_Disclosures_Refined,1477,04-030-41647,2011-03-28,Hydraulic Fracture,Oil,,"285,306",Kern,"Belridge, South",35.479574,-119.747631,XTO Energy/ExxonMobil,"3,045",
FF_Disclosures_Refined,1478,04-237-23051,2011-07-02,Hydraulic Fracture,Oil,,"98,490",Los Angeles Offshore,Wilmington,33.73973,-118.139149,Occidental Oil and Gas,"6,240",
FF_Disclosures_Refined,1479,04-111-22084,2011-05-27,Hydraulic Fracture,Oil,,"361,620",Ventura,Rincon,34.328099,-119.351209,Occidental Oil and Gas,"8,474",
FF_Disclosures_Refined,1480,04-030-43347,2011-06-03,Hydraulic Fracture,Oil,,"902,622",Kern,"Shafter, North",35.52427,-119.26877,Occidental Oil and Gas,"12,820",
FF_Disclosures_Refined,1481,04-030-52259,2014-04-03,Hydraulic Fracture,Oil,Presumed Oil,"68,250",Kern,"Belridge, South",35.462322,-119.73391,Aera Energy LLC,"2,016",50
FF_Disclosures_Refined,1482,04-030-52245,2014-05-09,Hydraulic Fracture,Oil,Presumed Oil,"72,114",Kern,"Belridge, South",35.469894,-119.737642,Aera Energy LLC,"2,077",50
FF_Disclosures_Refined,1483,04-030-52276,2014-01-16,Hydraulic Fracture,Oil,Presumed Oil,"23,184",Kern,"Belridge, South",35.46328,-119.73085,Aera Energy LLC,"1,595",75
FF_Disclosures_Refined,1484,04-030-52167,2014-01-10,Hydraulic Fracture,Oil,Presumed Oil,"97,356",Kern,,35.49452,-119.699688,Aera Energy LLC,"1,890",75
FF_Disclosures_Refined,1485,04-030-53018,2014-03-20,Hydraulic Fracture,Oil,Presumed Oil,"158,870",Kern,Lost Hills,35.60561,-119.7169563,Chevron,"2,841",
FF_Disclosures_Refined,1486,04-030-52157,2013-11-08,Hydraulic Fracture,Oil,Presumed Oil,"150,235",Kern,Lost Hills,35.60460881,-119.7185629,Chevron,"2,772",
FF_Disclosures_Refined,1487,04-030-52295,2014-01-22,Hydraulic Fracture,Oil,Presumed Oil,"70,980",Kern,"Belridge, South",35.454423,-119.715711,Aera Energy LLC,"1,765",50
FF_Disclosures_Refined,1488,04-030-52311,2014-03-11,Hydraulic Fracture,Oil,Presumed Oil,"62,454",Kern,"Belridge, South",35.451365,-119.71567,Aera Energy LLC,"1,610",50
FF_Disclosures_Refined,1489,04-030-51570,2014-02-14,Hydraulic Fracture,Oil,Presumed Oil,"91,896",Kern,"Belridge, South",35.462502,-119.738637,Aera Energy LLC,"1,836",50
FF_Disclosures_Refined,1490,04-030-51689,2014-05-08,Hydraulic Fracture,Oil,Presumed Oil,"17,178",Kern,"Belridge, South",35.460902,-119.727256,Aera Energy LLC,"1,562",75
FF_Disclosures_Refined,1491,04-030-53344,2014-03-18,Hydraulic Fracture,Oil,Presumed Oil,"69,678",Kern,"Belridge, South",35.487205,-119.754019,Aera Energy LLC,"2,338",75
FF_Disclosures_Refined,1492,04-030-52330,2014-02-07,Hydraulic Fracture,Oil,Presumed Oil,"61,110",Kern,"Belridge, South",35.442932,-119.702132,Aera Energy LLC,"1,764",50
FF_Disclosures_Refined,1493,04-030-52275,2014-01-17,Hydraulic Fracture,Oil,Presumed Oil,"20,412",Kern,"Belridge, South",35.463332,-119.73083,Aera Energy LLC,"2,024",75
FF_Disclosures_Refined,1494,04-030-53370,2014-04-07,Hydraulic Fracture,Oil,Presumed Oil,"70,812",Kern,"Belridge, South",35.461471,-119.733839,Aera Energy LLC,"1,808",50
FF_Disclosures_Refined,1495,04-111-22247,2014-02-06,Hydraulic Fracture,Oil,Presumed Oil,"225,876",Ventura,Ventura,34.3220737,-119.2493477,Aera Energy LLC,"7,537",150
FF_Disclosures_Refined,1496,04-030-51935,2014-01-31,Hydraulic Fracture,Oil,Presumed Oil,"88,032",Kern,"Belridge, North",35.525086,-119.777577,Aera Energy LLC,"1,677",100
FF_Disclosures_Refined,1497,04-030-51743,2014-04-28,Hydraulic Fracture,Oil,Presumed Oil,"23,310",Kern,"Belridge, South",35.459537,-119.727638,Aera Energy LLC,"1,530",75
FF_Disclosures_Refined,1498,04-030-53365,2014-03-28,Hydraulic Fracture,Oil,Presumed Oil,"64,512",Kern,"Belridge, South",35.462522,-119.736015,Aera Energy LLC,"1,837",75
FF_Disclosures_Refined,1499,04-030-52410,2014-02-06,Hydraulic Fracture,Oil,Presumed Oil,"469,182",Kern,Rose,35.622586,-119.33944,Occidental Oil and Gas,"8,327",
FF_Disclosures_Refined,1500,04-030-51936,2014-02-03,Hydraulic Fracture,Oil,Presumed Oil,"90,720",Kern,"Belridge, North",35.525518,-119.776828,Aera Energy LLC,"1,657",100
FF_Disclosures_Refined,1501,04-030-18103,2013-12-27,Hydraulic Fracture,Oil,Presumed Oil,"213,822",Kern,Rose,35.6384,-119.3574,Occidental Oil and Gas,"8,396",
FF_Disclosures_Refined,1502,04-030-46001,2013-05-02,Hydraulic Fracture,Oil,Presumed Oil,"175,047",Kern,,35.1479,-119.2857,Occidental Oil and Gas,"10,507",
FF_Disclosures_Refined,1503,04-030-51949,2014-02-04,Hydraulic Fracture,Oil,Presumed Oil,"21,042",Kern,"Belridge, South",35.452222,-119.714804,Aera Energy LLC,"1,156",75
FF_Disclosures_Refined,1504,04-030-52564,2014-03-03,Hydraulic Fracture,Oil,Presumed Oil,"99,204",Kern,"Belridge, North",35.534484,-119.782242,Aera Energy LLC,"1,612",100
FF_Disclosures_Refined,1505,04-030-52158,2013-12-23,Hydraulic Fracture,Oil,Presumed Oil,"173,836",Kern,Lost Hills,35.60608089,-119.7161227,Chevron,"2,872",
FF_Disclosures_Refined,1506,04-030-51526,2014-02-13,Hydraulic Fracture,Oil,Presumed Oil,"127,554",Kern,"Belridge, South",35.460955,-119.734465,Aera Energy LLC,"1,833",100
FF_Disclosures_Refined,1507,04-030-52176,2014-01-06,Hydraulic Fracture,Oil,Presumed Oil,"76,650",Kern,"Belridge, South",35.436908,-119.698299,Aera Energy LLC,"1,938",75
FF_Disclosures_Refined,1508,04-030-52291,2014-01-22,Hydraulic Fracture,Oil,Presumed Oil,"76,692",Kern,"Belridge, South",35.453013,-119.716753,Aera Energy LLC,"1,585",50
FF_Disclosures_Refined,1509,04-030-52204,2014-01-07,Hydraulic Fracture,Oil,Presumed Oil,"30,282",Kern,"Belridge, South",35.435313,-119.695816,Aera Energy LLC,"1,431",75
FF_Disclosures_Refined,1510,04-030-51848,2014-01-20,Hydraulic Fracture,Oil,Presumed Oil,"19,404",Kern,"Belridge, South",35.466208,-119.733791,Aera Energy LLC,"2,050",75
FF_Disclosures_Refined,1511,04-030-51850,2014-01-17,Hydraulic Fracture,Oil,Presumed Oil,"19,572",Kern,"Belridge, South",35.46323,-119.73003,Aera Energy LLC,"2,101",75
FF_Disclosures_Refined,1512,04-030-53206,2014-02-04,Hydraulic Fracture,Oil,Presumed Oil,"189,690",Kern,Elk Hills,35.26911897,-119.4552991,Occidental Oil and Gas,"4,586",
FF_Disclosures_Refined,1513,04-030-52524,2014-04-04,Hydraulic Fracture,Oil,Presumed Oil,"574,686",Kern,Rose,35.62209325,-119.3388302,Occidental Oil and Gas,"8,315",
FF_Disclosures_Refined,1514,04-030-52166,2014-01-10,Hydraulic Fracture,Oil,Presumed Oil,"89,670",Kern,"Belridge, South",35.44051,-119.698804,Aera Energy LLC,"1,825",75
FF_Disclosures_Refined,1515,04-030-50539,2013-06-23,Hydraulic Fracture,Oil,Presumed Oil,"122,175",Kern,Lost Hills,35.60146162,-119.7153244,Chevron,"3,068",
FF_Disclosures_Refined,1516,04-030-52209,2014-01-07,Hydraulic Fracture,Oil,Presumed Oil,"26,838",Kern,"Belridge, South",35.43524,-119.695548,Aera Energy LLC,"1,430",75
FF_Disclosures_Refined,1517,04-030-52257,2014-04-03,Hydraulic Fracture,Oil,Presumed Oil,"63,126",Kern,"Belridge, South",35.461685,-119.733166,Aera Energy LLC,"2,027",50
FF_Disclosures_Refined,1518,04-030-52260,2014-04-04,Hydraulic Fracture,Oil,Presumed Oil,"67,704",Kern,"Belridge, South",35.462616,-119.733049,Aera Energy LLC,"2,009",50
FF_Disclosures_Refined,1519,04-030-51697,2014-04-09,Hydraulic Fracture,Oil,Presumed Oil,"17,220",Kern,"Belridge, South",35.461001,-119.729356,Aera Energy LLC,"1,583",75
FF_Disclosures_Refined,1520,04-030-53174,2014-03-01,Hydraulic Fracture,Oil,Presumed Oil,"141,560",Kern,Elk Hills,35.28720244,-119.5293175,Occidental Oil and Gas,"4,012",
FF_Disclosures_Refined,1521,04-030-51335,2013-12-29,Hydraulic Fracture,Oil,Presumed Oil,"102,228",Kern,Lost Hills,35.66033,-119.76315,Aera Energy LLC,"1,664",
FF_Disclosures_Refined,1522,04-030-53203,2014-02-23,Hydraulic Fracture,Oil,Presumed Oil,"165,900",Kern,Elk Hills,35.29367591,-119.526659,Occidental Oil and Gas,"3,688",
FF_Disclosures_Refined,1523,04-030-51944,2014-02-01,Hydraulic Fracture,Oil,Presumed Oil,"70,392",Kern,"Belridge, North",35.525953,-119.776427,Aera Energy LLC,"1,682",100
FF_Disclosures_Refined,1524,04-030-51313,2014-03-31,Hydraulic Fracture,Oil,Presumed Oil,"204,916",Kern,Lost Hills,35.6249,-119.7391,Chevron,"2,590",
FF_Disclosures_Refined,1525,04-030-52370,2014-03-06,Hydraulic Fracture,Oil,Presumed Oil,"52,248",Kern,"Belridge, South",35.414,-119.713005,Aera Energy LLC,"1,617",50
FF_Disclosures_Refined,1526,04-030-43795,2013-11-26,Hydraulic Fracture,Oil,Presumed Oil,"1,791,144",Kern,Elk Hills,35.316757,-119.561579,Occidental Oil and Gas,"6,248",
FF_Disclosures_Refined,1527,04-030-51686,2014-04-01,Hydraulic Fracture,Oil,Presumed Oil,"20,286",Kern,"Belridge, South",35.461387,-119.729872,Aera Energy LLC,"1,574",75
FF_Disclosures_Refined,1528,04-030-52666,2014-05-02,Hydraulic Fracture,Oil,Presumed Oil,"96,600",Kern,"Belridge, North",35.5304,-119.783409,Aera Energy LLC,"1,583",100
FF_Disclosures_Refined,1529,04-030-52402,2014-02-10,Hydraulic Fracture,Oil,Presumed Oil,"337,046",Kern,Elk Hills,35.30651708,-119.4613917,Occidental Oil and Gas,"9,198",
FF_Disclosures_Refined,1530,04-030-52198,2014-05-07,Hydraulic Fracture,Oil,Presumed Oil,"98,440",Kern,"Belridge, South",35.436098,-119.693758,Aera Energy LLC,"2,031",75
FF_Disclosures_Refined,1531,04-030-52193,2014-01-02,Hydraulic Fracture,Oil,Presumed Oil,"81,228",Kern,"Belridge, South",35.437984,-119.695712,Aera Energy LLC,"1,879",75
FF_Disclosures_Refined,1532,04-030-54042,2014-04-16,Hydraulic Fracture,Oil,Presumed Oil,"57,582",Kern,"Belridge, South",35.428681,-119.681636,Aera Energy LLC,"2,388",100
FF_Disclosures_Refined,1533,04-030-52985,2014-05-19,Hydraulic Fracture,Oil,Presumed Oil,"219,349",Kern,Elk Hills,35.25799,-119.440928,Occidental Oil and Gas,"9,032",
FF_Disclosures_Refined,1534,04-030-52172,2014-01-14,Hydraulic Fracture,Oil,Presumed Oil,"114,030",Kern,"Belridge, South",35.437851,-119.698961,Aera Energy LLC,"1,869",75
FF_Disclosures_Refined,1535,04-030-51889,2014-02-11,Hydraulic Fracture,Oil,Presumed Oil,"20,328",Kern,"Belridge, South",35.470736,-119.738497,Aera Energy LLC,"1,681",75
FF_Disclosures_Refined,1536,04-030-51538,2014-01-08,Hydraulic Fracture,Oil,Presumed Oil,"61,446",Kern,"Belridge, South",35.45707,-119.720771,Aera Energy LLC,"1,772",75
FF_Disclosures_Refined,1537,04-030-52241,2013-11-22,Hydraulic Fracture,Oil,Presumed Oil,"790,200",Kern,Lost Hills,35.61972222,-119.7188889,Chevron,"2,571",
FF_Disclosures_Refined,1538,04-030-52362,2014-03-14,Hydraulic Fracture,Oil,Presumed Oil,"38,682",Kern,"Belridge, South",35.453727,-119.714717,Aera Energy LLC,"1,425",50
FF_Disclosures_Refined,1539,04-030-53042,2014-03-22,Hydraulic Fracture,Oil,Presumed Oil,"230,356",Kern,Lost Hills,35.61995,-119.7222,Chevron,"2,902",
FF_Disclosures_Refined,1540,04-030-52289,2014-02-05,Hydraulic Fracture,Oil,Presumed Oil,"55,986",Kern,"Belridge, South",35.451064,-119.718043,Aera Energy LLC,"1,532",50
FF_Disclosures_Refined,1541,04-030-51855,2014-04-09,Hydraulic Fracture,Oil,Presumed Oil,"22,302",Kern,"Belridge, South",35.461484,-119.731584,Aera Energy LLC,"1,549",75
FF_Disclosures_Refined,1542,04-111-22038,2014-02-13,Hydraulic Fracture,Oil,Presumed Oil,"27,426",Ventura,Ventura,34.312953,-119.30839,Aera Energy LLC,"5,751",150
FF_Disclosures_Refined,1543,04-030-52568,2014-05-01,Hydraulic Fracture,Oil,Presumed Oil,"107,394",Kern,"Belridge, North",35.531974,-119.782645,Aera Energy LLC,"1,598",100
FF_Disclosures_Refined,1544,04-030-51874,2013-09-20,Hydraulic Fracture,Oil,Presumed Oil,"144,417",Kern,Elk Hills,35.322054,-119.515732,Occidental Oil and Gas,"9,887",
FF_Disclosures_Refined,1545,04-030-52567,2014-04-29,Hydraulic Fracture,Oil,Presumed Oil,"99,498",Kern,"Belridge, North",35.533218,-119.785492,Aera Energy LLC,"1,574",100
FF_Disclosures_Refined,1546,04-030-51595,2014-04-18,Hydraulic Fracture,Oil,Presumed Oil,"19,782",Kern,"Belridge, South",35.467879,-119.735764,Aera Energy LLC,"2,030",75
FF_Disclosures_Refined,1547,04-030-52709,2014-02-28,Hydraulic Fracture,Oil,Presumed Oil,"98,616",Kern,"Belridge, North",35.535422,-119.784814,Aera Energy LLC,"1,582",100
FF_Disclosures_Refined,1548,04-030-53582,2014-04-11,Hydraulic Fracture,Oil,Presumed Oil,"85,722",Kern,"Belridge, South",35.429171,-119.685293,Aera Energy LLC,"2,444",100
FF_Disclosures_Refined,1549,04-030-52177,2014-01-06,Hydraulic Fracture,Oil,Presumed Oil,"45,738",Kern,"Belridge, South",35.436057,-119.698052,Aera Energy LLC,"1,471",75
FF_Disclosures_Refined,1550,04-030-51734,2014-03-31,Hydraulic Fracture,Oil,Presumed Oil,"18,396",Kern,"Belridge, South",35.461868,-119.730393,Aera Energy LLC,"2,053",75
FF_Disclosures_Refined,1551,04-030-52710,2014-03-03,Hydraulic Fracture,Oil,Presumed Oil,"96,432",Kern,"Belridge, North",35.535441,-119.782681,Aera Energy LLC,"1,609",75
FF_Disclosures_Refined,1552,04-030-52168,2014-01-13,Hydraulic Fracture,Oil,Presumed Oil,"108,990",Kern,"Belridge, South",35.439762,-119.700463,Aera Energy LLC,"1,880",75
FF_Disclosures_Refined,1553,04-030-52432,2014-03-19,Hydraulic Fracture,Oil,Presumed Oil,"82,110",Kern,"Belridge, South",35.431408,-119.689042,Aera Energy LLC,"2,308",100
FF_Disclosures_Refined,1554,04-030-53584,2014-04-17,Hydraulic Fracture,Oil,Presumed Oil,"86,226",Kern,"Belridge, South",35.427132,-119.678681,Aera Energy LLC,"2,517",100
FF_Disclosures_Refined,1555,04-030-51859,2014-02-25,Hydraulic Fracture,Oil,Presumed Oil,"23,142",Kern,"Belridge, South",35.462605,-119.729254,Aera Energy LLC,"1,720",75
FF_Disclosures_Refined,1556,04-030-52525,2014-02-03,Hydraulic Fracture,Oil,Presumed Oil,"482,664",Kern,Rose,35.625382,-119.34391,Occidental Oil and Gas,"8,367",
FF_Disclosures_Refined,1557,04-030-52170,2014-01-09,Hydraulic Fracture,Oil,Presumed Oil,"72,408",Kern,"Belridge, South",35.439431,-119.698255,Aera Energy LLC,"1,869",75
FF_Disclosures_Refined,1558,04-030-51289,2013-12-28,Hydraulic Fracture,Oil,Presumed Oil,"259,928",Kern,Lost Hills,35.63591489,-119.7379738,Chevron,"2,638",
FF_Disclosures_Refined,1559,04-030-52242,2013-12-07,Hydraulic Fracture,Oil,Presumed Oil,"912,013",Kern,Lost Hills,35.61333333,-119.7138889,Chevron,"2,724",
FF_Disclosures_Refined,1560,04-030-52231,2014-04-21,Hydraulic Fracture,Oil,Presumed Oil,"72,114",Kern,"Belridge, South",35.465383,-119.73357,Aera Energy LLC,"2,018",50
FF_Disclosures_Refined,1561,04-030-52740,2014-02-19,Hydraulic Fracture,Oil,Presumed Oil,"54,474",Kern,"Belridge, South",35.466857,-119.741098,Aera Energy LLC,"1,697",75
FF_Disclosures_Refined,1562,04-030-51565,2014-02-20,Hydraulic Fracture,Oil,Presumed Oil,"20,874",Kern,"Belridge, South",35.464927,-119.741474,Aera Energy LLC,"1,125",75
FF_Disclosures_Refined,1563,04-030-53088,2014-01-15,Hydraulic Fracture,Oil,Presumed Oil,"82,824",Kern,"Belridge, South",35.43966,-119.702149,Aera Energy LLC,"1,878",75
FF_Disclosures_Refined,1564,04-030-52366,2014-03-07,Hydraulic Fracture,Oil,Presumed Oil,"48,468",Kern,"Belridge, South",35.454348,-119.713063,Aera Energy LLC,"1,928",50
FF_Disclosures_Refined,1565,04-030-52565,2014-02-26,Hydraulic Fracture,Oil,Presumed Oil,"106,512",Kern,"Belridge, North",35.534438,-119.781416,Aera Energy LLC,"1,608",100
FF_Disclosures_Refined,1566,04-030-52322,2014-03-11,Hydraulic Fracture,Oil,Presumed Oil,"50,148",Kern,"Belridge, South",35.450526,-119.71837,Aera Energy LLC,"1,572",50
FF_Disclosures_Refined,1567,04-030-52372,2014-03-06,Hydraulic Fracture,Oil,Presumed Oil,"60,018",Kern,"Belridge, South",35.45113,-119.710234,Aera Energy LLC,"1,744",50
FF_Disclosures_Refined,1568,04-030-52431,2014-03-20,Hydraulic Fracture,Oil,Presumed Oil,"110,712",Kern,"Belridge, South",35.432099,-119.687783,Aera Energy LLC,"2,284",100
FF_Disclosures_Refined,1569,04-030-50609,2013-12-27,Hydraulic Fracture,Oil,Presumed Oil,"342,006",Kern,"Belridge, South",35.4071682,-119.648995,Occidental Oil and Gas,"9,149",
FF_Disclosures_Refined,1570,04-030-52173,2014-01-02,Hydraulic Fracture,Oil,Presumed Oil,"78,288",Kern,"Belridge, South",35.437501,-119.696161,Aera Energy LLC,"1,909",75
FF_Disclosures_Refined,1571,04-030-53578,2014-04-14,Hydraulic Fracture,Oil,Presumed Oil,"87,108",Kern,"Belridge, South",35.430278,-119.680657,Aera Energy LLC,"2,360",100
FF_Disclosures_Refined,1572,04-030-52298,2014-01-23,Hydraulic Fracture,Oil,Presumed Oil,"68,544",Kern,"Belridge, South",35.453279,-119.712715,Aera Energy LLC,"1,789",50
FF_Disclosures_Refined,1573,04-030-52538,2013-11-23,Hydraulic Fracture,Oil,Presumed Oil,"186,108",Kern,"Coles Levee, North",35.308195,-119.3466473,Occidental Oil and Gas,"10,316",
FF_Disclosures_Refined,1574,04-030-51696,2014-04-10,Hydraulic Fracture,Oil,Presumed Oil,"19,278",Kern,"Belridge, South",35.460973,-119.729318,Aera Energy LLC,"2,010",75
FF_Disclosures_Refined,1575,04-030-50770,2013-12-29,Hydraulic Fracture,Oil,Presumed Oil,"272,202",Kern,"Belridge, South",35.40022593,-119.6489713,Occidental Oil and Gas,"9,998",
FF_Disclosures_Refined,1576,04-030-52261,2014-04-08,Hydraulic Fracture,Oil,Presumed Oil,"70,812",Kern,"Belridge, South",35.465066,-119.731597,Aera Energy LLC,"2,176",50
FF_Disclosures_Refined,1577,04-030-53087,2014-01-10,Hydraulic Fracture,Oil,Presumed Oil,"76,230",Kern,"Belridge, South",35.440873,-119.701602,Aera Energy LLC,"1,751",75
FF_Disclosures_Refined,1578,04-030-52369,2014-03-06,Hydraulic Fracture,Oil,Presumed Oil,"39,522",Kern,"Belridge, South",35.451289,-119.713093,Aera Energy LLC,"1,613",50
FF_Disclosures_Refined,1579,04-030-47117,2013-05-29,Hydraulic Fracture,Oil,Presumed Oil,"643,685",Kern,Elk Hills,35.317589,-119.561476,Occidental Oil and Gas,"11,609",
FF_Disclosures_Refined,1580,04-030-51688,2014-05-08,Hydraulic Fracture,Oil,Presumed Oil,"19,530",Kern,"Belridge, South",35.46088,-119.727215,Aera Energy LLC,"2,060",75
FF_Disclosures_Refined,1581,04-030-51849,2014-01-20,Hydraulic Fracture,Oil,Presumed Oil,"19,278",Kern,"Belridge, South",35.466174,-119.733819,Aera Energy LLC,"1,605",75
FF_Disclosures_Refined,1582,04-030-48689,2013-03-05,Hydraulic Fracture,Oil,Presumed Oil,"260,619",Kern,Lost Hills,35.61786452,-119.7263389,Chevron,"2,430",
