API,Basin,Cnty_Name,FieldName,AreaName,PoolName,First0fFirstProdthenInjDate,FirstProdDate,FirstInjDate,DOGGR_API,searched_DOGGR_API,frac_confirmed_DOGGR_API,frac_pack_DOGGR_API
04-030-37155,San Joaquin,Kern,Mount Poso,Main Area,Vedder,1/1/09,1/1/09,,03037155,,,
04-030-37157,San Joaquin,Kern,Tejon,Western Area,No Pool Breakdown,10/1/08,10/1/08,,03037157,,,
04-030-37158,San Joaquin,Kern,Tejon,Western Area,No Pool Breakdown,10/1/08,10/1/08,,03037158,,,
04-030-37160,San Joaquin,Kern,Tejon,Western Area,No Pool Breakdown,10/1/08,10/1/08,,03037160,,,
04-030-37161,San Joaquin,Kern,Tejon,Western Area,No Pool Breakdown,10/1/08,10/1/08,6/1/11,03037161,,,
04-030-37162,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,9/1/08,9/1/08,9/1/10,03037162,,,
04-030-37163,San Joaquin,Kern,"Antelope Hills, North",Any Area,Miocene-Eocene,10/1/08,10/1/08,,03037163,,,
04-030-37166,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/10,2/1/10,1/1/11,03037166,,,
04-030-37167,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,10/1/08,10/1/08,,03037167,,,
04-030-37168,San Joaquin,Kern,Lost Hills,Any Area,Tulare,3/1/09,3/1/09,5/1/09,03037168,,,
04-030-37169,San Joaquin,Kern,Lost Hills,Any Area,Tulare,3/1/09,3/1/09,4/1/09,03037169,,,
04-030-37170,San Joaquin,Kern,Lost Hills,Any Area,Tulare,2/1/09,2/1/09,1/1/09,03037170,,,
04-030-37171,San Joaquin,Kern,Lost Hills,Any Area,Tulare,2/1/09,2/1/09,12/1/08,03037171,,,
04-030-37174,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,3/1/09,3/1/09,4/1/09,03037174,03037174,,
04-030-37175,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,2/1/09,2/1/09,12/1/08,03037175,03037175,,
04-030-37176,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,3/1/09,3/1/09,5/1/09,03037176,,,
04-030-37177,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037177,03037177,03037177,
04-030-37178,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037178,,,
04-030-37179,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037179,,,
04-030-37180,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037180,,,
04-030-37181,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037181,,,
04-030-37182,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037182,03037182,03037182,
04-030-37183,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/08,10/1/08,,03037183,03037183,03037183,
04-030-37184,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037184,,,
04-030-37185,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037185,,,
04-030-37186,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037186,,,
04-030-37187,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,1/1/09,1/1/09,,03037187,,,
04-030-37188,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/09,6/1/09,6/1/09,03037188,,,
04-030-37189,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/09,6/1/09,6/1/09,03037189,,,
04-030-37190,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/09,3/1/09,3/1/09,03037190,,,
04-030-37191,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/09,3/1/09,2/1/09,03037191,,,
04-030-37192,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/09,3/1/09,2/1/09,03037192,,,
04-030-37193,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/09,4/1/09,3/1/09,03037193,,,
04-030-37194,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/09,1/1/09,1/1/09,03037194,,,
04-030-37195,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/09,2/1/09,1/1/09,03037195,,,
04-030-37196,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/09,1/1/09,12/1/08,03037196,03037196,,
04-030-37197,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/09,1/1/09,12/1/08,03037197,,,
04-030-37198,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,12/1/08,12/1/08,3/1/09,03037198,,,
04-030-37199,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,12/1/08,12/1/08,11/1/08,03037199,,,
04-030-37200,San Joaquin,Kern,Asphalto,Any Area,Stevens,11/1/08,11/1/08,,03037200,,,
04-030-37201,San Joaquin,Kern,Elk Hills,Any Area,Stevens (Northwest),1/1/09,1/1/09,,03037201,,,
04-030-37202,San Joaquin,Kern,Elk Hills,Any Area,Stevens (Northwest),2/1/09,2/1/09,,03037202,,,
04-030-37203,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,1/1/09,03037203,,,
04-030-37204,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,1/1/09,03037204,,,
04-030-37205,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,2/1/09,03037205,,,
04-030-37206,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,2/1/09,03037206,,,
04-030-37207,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,2/1/09,03037207,03037207,,
04-030-37208,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,2/1/09,03037208,,,
04-030-37210,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),3/1/09,3/1/09,,03037210,,,
04-030-37211,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,9/1/08,9/1/08,,03037211,,,
04-030-37212,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037212,,,
04-030-37213,San Joaquin,Kern,Lost Hills,Any Area,Tulare,1/1/09,,1/1/09,03037213,,,
04-030-37214,San Joaquin,Kern,Kern Front,Any Area,No Pool Breakdown,1/1/09,,1/1/09,03037214,,,
04-030-37215,San Joaquin,Kern,Kern Front,Any Area,No Pool Breakdown,1/1/09,,1/1/09,03037215,,,
04-030-37216,San Joaquin,Kern,Kern Front,Any Area,No Pool Breakdown,1/1/09,,1/1/09,03037216,,,
04-030-37217,San Joaquin,Kern,Kern Front,Any Area,No Pool Breakdown,1/1/09,,1/1/09,03037217,,,
04-030-37218,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,4/1/10,03037218,,,
04-030-37219,San Joaquin,Kern,McKittrick,Main Area,Upper,11/1/08,11/1/08,,03037219,,,
04-030-37220,San Joaquin,Kern,McKittrick,Main Area,Upper,12/1/08,12/1/08,,03037220,,,
04-030-37222,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/09,,2/1/09,03037222,,,
04-030-37223,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/09,,2/1/09,03037223,,,
04-030-37224,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/09,,3/1/09,03037224,,,
04-030-37225,San Joaquin,Kern,Round Mountain,Main Area,Jewett-Vedder,1/1/09,1/1/09,,03037225,,,
04-030-37226,San Joaquin,Kern,Round Mountain,Main Area,Jewett-Vedder,1/1/09,1/1/09,,03037226,,,
04-030-37227,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/09,6/1/09,6/1/09,03037227,,,
04-030-37228,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/09,6/1/09,6/1/09,03037228,,,
04-030-37229,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/09,6/1/09,6/1/09,03037229,,,
04-030-37234,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,2/1/09,03037234,,,
04-030-37235,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,2/1/09,03037235,,,
04-030-37236,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,2/1/09,03037236,,,
04-030-37237,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,3/1/09,03037237,,,
04-030-37238,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,3/1/09,03037238,,,
04-030-37239,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,2/1/09,03037239,,,
04-030-37240,San Joaquin,Kern,McKittrick,Main Area,Upper,12/1/08,12/1/08,,03037240,,,
04-030-37241,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037241,,,
04-030-37242,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037242,,,
04-030-37243,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037243,,,
04-030-37244,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037244,,,
04-030-37245,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037245,,,
04-030-37246,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037246,03037246,03037246,
04-030-37247,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/08,10/1/08,3/1/09,03037247,,,
04-030-37248,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,1/1/09,03037248,,,
04-030-37249,San Joaquin,Kern,Kern River,Any Area,Kern River,10/1/08,10/1/08,12/1/08,03037249,,,
04-030-37250,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,1/1/09,1/1/09,,03037250,,,
04-030-37251,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),10/1/10,10/1/10,6/1/12,03037251,,,
04-030-37253,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/08,10/1/08,10/1/08,03037253,,,
04-030-37254,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/08,10/1/08,10/1/08,03037254,,,
04-030-37255,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/08,10/1/08,10/1/08,03037255,,,
04-030-37256,San Joaquin,Kern,Lost Hills,Any Area,Tulare,12/1/08,12/1/08,10/1/08,03037256,,,
04-030-37257,San Joaquin,Kern,Lost Hills,Any Area,Tulare,12/1/08,12/1/08,10/1/08,03037257,,,
04-030-37258,San Joaquin,Kern,Lost Hills,Any Area,Tulare,12/1/08,12/1/08,10/1/08,03037258,03037258,,
04-030-37259,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/08,10/1/08,12/1/08,03037259,,,
04-030-37260,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/08,10/1/08,12/1/08,03037260,03037260,,
04-030-37262,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/11,11/1/11,3/1/12,03037262,03037262,,
04-030-37263,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,8/1/11,8/1/11,1/1/12,03037263,,,
04-030-37264,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/11,7/1/11,8/1/11,03037264,,,
04-030-37266,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/11,7/1/11,8/1/11,03037266,,,
04-030-37267,San Joaquin,Kern,Kern Front,Any Area,No Pool Breakdown,1/1/09,,1/1/09,03037267,,,
04-030-37268,San Joaquin,Kern,Kern Front,Any Area,No Pool Breakdown,1/1/09,,1/1/09,03037268,03037268,,
04-030-37269,San Joaquin,Kern,Midway-Sunset,Any Area,Tulare,4/1/11,,4/1/11,03037269,,,
04-030-37270,San Joaquin,Kern,Cymric,Sheep Springs Area,Etchegoin,10/1/09,10/1/09,,03037270,,,
04-030-37271,San Joaquin,Kern,Cymric,Sheep Springs Area,Etchegoin,5/1/09,5/1/09,,03037271,,,
04-030-37272,San Joaquin,Kern,Cymric,Sheep Springs Area,Etchegoin,9/1/09,9/1/09,,03037272,03037272,,
04-030-37273,San Joaquin,Kern,Kern River,Any Area,Kern River,10/1/08,10/1/08,2/1/09,03037273,,,
04-030-37274,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,11/1/08,03037274,,,
04-030-37275,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,11/1/08,03037275,,,
04-030-37276,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037276,,,
04-030-37277,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037277,,,
04-030-37278,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037278,,,
04-030-37279,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037279,,,
04-030-37280,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037280,,,
04-030-37281,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037281,,,
04-030-37282,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037282,03037282,03037282,
04-030-37283,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037283,,,
04-030-37284,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037284,,,
04-030-37285,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/08,10/1/08,3/1/09,03037285,,,
04-030-37286,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,12/1/08,12/1/08,10/1/08,03037286,,,
04-030-37287,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,12/1/08,03037287,,,
04-030-37288,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/09,1/1/09,12/1/08,03037288,,,
04-030-37289,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,12/1/08,12/1/08,1/1/09,03037289,,,
04-030-37290,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037290,,,
04-030-37291,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037291,,,
04-030-37292,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037292,03037292,03037292,
04-030-37293,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037293,,,
04-030-37294,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037294,,,
04-030-37295,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037295,,,
04-030-37296,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037296,03037296,03037296,
04-030-37297,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,3/1/09,,3/1/09,03037297,,,
04-030-37298,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,2/1/09,2/1/09,1/1/09,03037298,,,
04-030-37299,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,2/1/09,2/1/09,1/1/09,03037299,,,
04-030-37300,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,2/1/09,2/1/09,12/1/08,03037300,,,
04-030-37301,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,1/1/09,03037301,,,
04-030-37302,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,11/1/08,03037302,,,
04-030-37303,San Joaquin,Kern,Edison,Main Area,No Pool Breakdown,10/1/08,10/1/08,,03037303,,,
04-030-37304,San Joaquin,Kern,Edison,Main Area,No Pool Breakdown,10/1/08,10/1/08,,03037304,,,
04-030-37305,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,2/1/09,,2/1/09,03037305,03037305,,
04-030-37306,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,2/1/09,,2/1/09,03037306,,,
04-030-37310,San Joaquin,Kern,Poso Creek,Premier Area,Etchegoin-Chanac,7/1/09,7/1/09,,03037310,,,
04-030-37311,San Joaquin,Kern,Poso Creek,Premier Area,No Pool Breakdown,9/1/09,9/1/09,,03037311,,,
04-030-37312,San Joaquin,Kern,Poso Creek,Premier Area,Etchegoin-Chanac,10/1/09,10/1/09,,03037312,,,
04-030-37313,San Joaquin,Kern,Poso Creek,Premier Area,No Pool Breakdown,12/1/08,12/1/08,,03037313,,,
04-030-37314,San Joaquin,Kern,Poso Creek,Premier Area,Etchegoin-Chanac,8/1/09,8/1/09,,03037314,,,
04-030-37315,San Joaquin,Kern,Poso Creek,Premier Area,No Pool Breakdown,1/1/09,1/1/09,,03037315,03037315,,
04-030-37316,San Joaquin,Kern,Poso Creek,Premier Area,No Pool Breakdown,1/1/09,1/1/09,,03037316,,,
04-030-37317,San Joaquin,Kern,Poso Creek,Premier Area,No Pool Breakdown,8/1/09,8/1/09,,03037317,,,
04-030-37318,San Joaquin,Kern,Poso Creek,Premier Area,Etchegoin-Chanac,6/1/09,6/1/09,,03037318,,,
04-030-37319,San Joaquin,Kern,Poso Creek,Premier Area,No Pool Breakdown,1/1/09,1/1/09,,03037319,,,
04-030-37320,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037320,,,
04-030-37321,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037321,,,
04-030-37322,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037322,,,
04-030-37323,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037323,,,
04-030-37324,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037324,,,
04-030-37325,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037325,03037325,03037325,
04-030-37326,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037326,,,
04-030-37327,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,12/1/08,,03037327,,,
04-030-37328,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037328,,,
04-030-37329,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037329,,,
04-030-37330,San Joaquin,Kern,Edison,Edison Groves Area,No Pool Breakdown,5/1/09,5/1/09,4/1/09,03037330,,,
04-030-37331,San Joaquin,Kern,Edison,Edison Groves Area,No Pool Breakdown,5/1/09,5/1/09,4/1/09,03037331,,,
04-030-37332,San Joaquin,Kern,Edison,Edison Groves Area,No Pool Breakdown,8/1/09,8/1/09,8/1/09,03037332,,,
04-030-37333,San Joaquin,Kern,Edison,Edison Groves Area,No Pool Breakdown,5/1/09,5/1/09,5/1/09,03037333,,,
04-030-37334,San Joaquin,Kern,Edison,Edison Groves Area,No Pool Breakdown,8/1/09,8/1/09,7/1/09,03037334,,,
04-030-37335,San Joaquin,Kern,Edison,Edison Groves Area,No Pool Breakdown,8/1/09,8/1/09,8/1/09,03037335,,,
04-030-37337,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),1/1/09,1/1/09,,03037337,,,
04-030-37338,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),3/1/09,3/1/09,,03037338,,,
04-030-37339,San Joaquin,Kern,Elk Hills,Any Area,Gas Zone,1/1/09,1/1/09,,03037339,,,
04-030-37340,San Joaquin,Kern,Elk Hills,Any Area,Gas Zone,12/1/08,12/1/08,,03037340,,,
04-030-37341,San Joaquin,Kern,Elk Hills,Any Area,Gas Zone,3/1/09,3/1/09,,03037341,03037341,,
04-030-37342,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),11/1/08,11/1/08,,03037342,,,
04-030-37343,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,1/1/09,03037343,,,
04-030-37344,San Joaquin,Kern,Kern River,Any Area,Kern River,10/1/08,10/1/08,7/1/09,03037344,,,
04-030-37347,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),3/1/10,3/1/10,,03037347,,,
04-030-37351,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),4/1/09,4/1/09,,03037351,,,
04-030-37352,San Joaquin,Kern,Fruitvale,Main Area,No Pool Breakdown,10/1/08,10/1/08,,03037352,,,
04-030-37354,San Joaquin,Kern,Cymric,Sheep Springs Area,Etchegoin,5/1/09,,5/1/09,03037354,03037354,,
04-030-37355,San Joaquin,Kern,Railroad Gap,Any Area,Antelope Shale,12/1/08,12/1/08,,03037355,,,
04-030-37356,San Joaquin,Kern,Railroad Gap,Any Area,Antelope Shale,12/1/08,12/1/08,,03037356,,,
04-030-37357,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,1/1/09,1/1/09,,03037357,,,
04-030-37358,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),12/1/08,12/1/08,,03037358,,,
04-030-37359,San Joaquin,Kern,Elk Hills,Any Area,Carneros,1/1/09,1/1/09,,03037359,,,
04-030-37360,San Joaquin,Kern,Elk Hills,Any Area,Stevens (31S),3/1/10,3/1/10,,03037360,,,
04-030-37361,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),11/1/08,11/1/08,,03037361,03037361,,
04-030-37362,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037362,03037362,03037362,
04-030-37363,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037363,,,
04-030-37364,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037364,,,
04-030-37365,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037365,,,
04-030-37366,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037366,,,
04-030-37367,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037367,,,
04-030-37368,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037368,,,
04-030-37369,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037369,03037369,03037369,
04-030-37370,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037370,,,
04-030-37371,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037371,,,
04-030-37372,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,1/1/09,03037372,03037372,,
04-030-37373,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,11/1/08,03037373,,,
04-030-37374,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,10/1/08,03037374,,,
04-030-37375,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/08,11/1/08,12/1/08,03037375,,,
04-030-37376,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/09,1/1/09,6/1/10,03037376,,,
04-030-37377,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/09,2/1/09,3/1/09,03037377,,,
04-030-37378,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/09,2/1/09,3/1/09,03037378,,,
04-030-37379,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),11/1/08,11/1/08,,03037379,,,
04-030-37380,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/11,7/1/11,2/1/12,03037380,,,
04-030-37381,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/11,7/1/11,8/1/11,03037381,,,
04-030-37382,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,8/1/11,8/1/11,3/1/12,03037382,,,
04-030-37383,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,8/1/11,8/1/11,9/1/11,03037383,03037383,,
04-030-37384,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,8/1/11,8/1/11,9/1/11,03037384,,,
04-030-37385,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/11,7/1/11,2/1/12,03037385,,,
04-030-37386,San Joaquin,Kern,Cienaga Canyon,Any Area,Temblor,12/1/09,12/1/09,,03037386,,,
04-030-37387,San Joaquin,Kern,Cienaga Canyon,Any Area,Temblor,12/1/09,12/1/09,,03037387,,,
04-030-37388,San Joaquin,Kern,Cienaga Canyon,Any Area,Temblor,12/1/09,12/1/09,,03037388,,,
04-030-37389,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/09,1/1/09,,03037389,,,
04-030-37390,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/09,1/1/09,5/1/09,03037390,,,
04-030-37391,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,3/1/09,3/1/09,,03037391,,,
04-030-37393,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037393,,,
04-030-37394,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037394,,,
04-030-37395,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037395,,,
04-030-37396,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037396,03037396,03037396,
04-030-37397,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037397,,,
04-030-37398,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,11/1/08,11/1/08,,03037398,,,
04-030-37399,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037399,,,
04-030-37400,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037400,,,
04-030-37401,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,1/1/09,1/1/09,,03037401,03037401,,
04-030-37402,San Joaquin,Kern,Antelope Hills,Williams Area,East Block-Agua,12/1/08,12/1/08,,03037402,,,
04-030-37403,San Joaquin,Kern,Antelope Hills,Williams Area,East Block-Agua,1/1/09,1/1/09,,03037403,,,
04-030-37404,San Joaquin,Kern,McDonald Anticline,Layman Area,No Pool Breakdown,12/1/08,12/1/08,,03037404,,,
04-030-37405,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,11/1/08,11/1/08,9/1/10,03037405,,,
04-030-37406,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,11/1/08,11/1/08,1/1/13,03037406,,,
