API,DOGGR_API,WR_only?,GIS_Code1,GIS_Code2,Basin,County,Field,Area,Pool,Latitude,Longitude,Lat_Long_Source,Date,Date_Source,Depth_ft,Depth_type,AW_Frac_DOGGR_API,AW_County,AW_Field,AW_Latitude,AW_fLongitude,AW_SPUDDate,AW_WellDepth_ft,CR_API,CR_DOGGR_API,CR_County,CR_Field,CR_Horizon,CR_Lat,CR_Lng,CR_Job_Start,CR_Job_End,CR_TVD_Start,Notices_API,Notices_DOGGR_API,Notices_Min_Depth,SC_API,SC_DOGGR_API,SC_Latitude,SC_Longitude,SC_Start_Date,FF_API,FF_DOGGR_API,FF_County,FF_Field,FF_Latitude,FF_Longitude,FF_JobStartDate,FF_JobEndDate,FF_True_Vertical_Depth,CV_API,CV_DOGGR_API,CV_Lat,CV_Lng,CV_Date_Treatment_Begin,CV_TVD_ft,WR_Frac_Confirmed_API,WR_Frac_Confirmed_DOGGR_API,WR_Frac_Pack_API,WR_Frac_Pack_DOGGR_API,WR_Latitude,WR_Longitude,Min_FP_FI_Date,FP_API,FP_DOGGR_API,FP_Date,FP_Pool_Name,FI_API,FI_DOGGR_API,FI_Date,FI_Pool_Name
04-030-44464,03044464,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.480242,-119.755393,AW,10/21/11,FF,2843,TVD of well,03044464,Kern,"Belridge, South",35.480242,-119.755393,9/3/11,2923,,,,,,,,,,,,,,,,,,,04-030-44464,03044464,Kern,"Belridge, South",35.482936,-119.752964,10/21/11,,2843,,,,,,,04-030-44464,03044464,,,,,2/1/12,,,,,04-030-44464,03044464,2/1/12,Diatomite
04-030-44481,03044481,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613441,-119.71925,AW,4/1/12,FI,2476.26,TVD of well,,Kern,Lost Hills,35.613441,-119.71925,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44481,03044481,35.613478,-119.718298,,2476.26,,,,,,,4/1/12,,,,,04-030-44481,03044481,4/1/12,Etchegoin
04-030-44482,03044482,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.612849,-119.720993,AW,3/1/12,FI,2374.89,TVD of well,,Kern,Lost Hills,35.612849,-119.720993,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44482,03044482,35.612884,-119.720042,,2374.89,04-030-44482,03044482,,,,,3/1/12,,,,,04-030-44482,03044482,3/1/12,Etchegoin
04-030-44483,03044483,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613212,-119.722849,AW,3/1/12,FI,2291,TVD of well,,Kern,Lost Hills,35.613212,-119.722849,1/18/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44483,03044483,35.613247,-119.721897,,2291,,,,,,,3/1/12,,,,,04-030-44483,03044483,3/1/12,Etchegoin
04-030-44483,03044483,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613212,-119.722849,AW,3/1/12,FI,2291,TVD of well,,Kern,Lost Hills,35.613212,-119.722849,1/18/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44483,03044483,35.613247,-119.721897,,2291,,,,,,,3/1/12,,,,,04-030-44483,03044483,3/1/12,Etchegoin
04-030-44484,03044484,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.61258,-119.72295,AW,5/1/12,FI,2294.26,TVD of well,,Kern,Lost Hills,35.61258,-119.72295,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44484,03044484,35.612613,-119.721997,,2294.26,,,,,,,5/1/12,,,,,04-030-44484,03044484,5/1/12,Etchegoin
04-030-44485,03044485,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.61165,-119.719899,AW,4/1/12,FI,2429.7,TVD of well,,Kern,Lost Hills,35.61165,-119.719899,2/8/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44485,03044485,35.611685,-119.718947,,2429.7,04-030-44485,03044485,,,,,4/1/12,,,,,04-030-44485,03044485,4/1/12,Etchegoin
04-030-44485,03044485,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.61165,-119.719899,AW,4/1/12,FI,2429.7,TVD of well,,Kern,Lost Hills,35.61165,-119.719899,2/8/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44485,03044485,35.611685,-119.718947,,2429.7,04-030-44485,03044485,,,,,4/1/12,,,,,04-030-44485,03044485,4/1/12,Etchegoin
04-030-44487,03044487,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.611364,-119.723953,AW,3/1/12,FI,2298.13,TVD of well,,Kern,Lost Hills,35.611364,-119.723953,1/20/12,1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44487,03044487,35.611399,-119.723,,2298.13,,,,,,,3/1/12,,,,,04-030-44487,03044487,3/1/12,Etchegoin
04-030-44489,03044489,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.611111,-119.723231,AW,3/1/12,FI,2303.85,TVD of well,03044489,Kern,Lost Hills,35.611111,-119.723231,1/27/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44489,03044489,35.611146,-119.722279,,2303.85,,,,,,,3/1/12,,,,,04-030-44489,03044489,3/1/12,Etchegoin
04-030-44489,03044489,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.611111,-119.723231,AW,3/1/12,FI,2303.85,TVD of well,03044489,Kern,Lost Hills,35.611111,-119.723231,1/27/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44489,03044489,35.611146,-119.722279,,2303.85,,,,,,,3/1/12,,,,,04-030-44489,03044489,3/1/12,Etchegoin
04-030-44490,03044490,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.61046,-119.720627,AW,3/1/12,FI,2367.49,TVD of well,,Kern,Lost Hills,35.61046,-119.720627,1/31/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44490,03044490,35.610495,-119.719675,,2367.49,04-030-44490,03044490,,,,,3/1/12,,,,,04-030-44490,03044490,3/1/12,Etchegoin
04-030-44490,03044490,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.61046,-119.720627,AW,3/1/12,FI,2367.49,TVD of well,,Kern,Lost Hills,35.61046,-119.720627,1/31/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44490,03044490,35.610495,-119.719675,,2367.49,04-030-44490,03044490,,,,,3/1/12,,,,,04-030-44490,03044490,3/1/12,Etchegoin
04-030-44491,03044491,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.609748,-119.722791,AW,4/1/12,FI,2353.62,TVD of well,,Kern,Lost Hills,35.609748,-119.722791,1/22/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44491,03044491,35.609783,-119.721839,,2353.62,,,,,,,4/1/12,,,,,04-030-44491,03044491,4/1/12,Etchegoin
04-030-44491,03044491,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.609748,-119.722791,AW,4/1/12,FI,2353.62,TVD of well,,Kern,Lost Hills,35.609748,-119.722791,1/22/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44491,03044491,35.609783,-119.721839,,2353.62,,,,,,,4/1/12,,,,,04-030-44491,03044491,4/1/12,Etchegoin
04-030-44492,03044492,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.609643,-119.720024,AW,3/1/12,FI,2397.26,TVD of well,,Kern,Lost Hills,35.609643,-119.720024,1/29/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44492,03044492,35.609678,-119.719072,,2397.26,,,,,,,3/1/12,,,,,04-030-44492,03044492,3/1/12,Etchegoin
04-030-44492,03044492,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.609643,-119.720024,AW,3/1/12,FI,2397.26,TVD of well,,Kern,Lost Hills,35.609643,-119.720024,1/29/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44492,03044492,35.609678,-119.719072,,2397.26,,,,,,,3/1/12,,,,,04-030-44492,03044492,3/1/12,Etchegoin
04-030-44493,03044493,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.609008,-119.724097,AW,3/1/12,FI,2346.49,TVD of well,,Kern,Lost Hills,35.609008,-119.724097,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44493,03044493,35.609043,-119.723145,,2346.49,,,,,,,3/1/12,,,,,04-030-44493,03044493,3/1/12,Etchegoin
04-030-44494,03044494,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.608533,-119.723186,AW,5/1/12,FI,2347.44,TVD of well,,Kern,Lost Hills,35.608533,-119.723186,3/15/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44494,03044494,35.608568,-119.722234,,2347.44,,,,,,,5/1/12,,,,,04-030-44494,03044494,5/1/12,Etchegoin
04-030-44494,03044494,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.608533,-119.723186,AW,5/1/12,FI,2347.44,TVD of well,,Kern,Lost Hills,35.608533,-119.723186,3/15/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44494,03044494,35.608568,-119.722234,,2347.44,,,,,,,5/1/12,,,,,04-030-44494,03044494,5/1/12,Etchegoin
04-030-44499,03044499,0,N,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.484067,-119.75514,AW,12/20/11,FF,2815,TVD of well,03044499,Kern,"Belridge, South",35.484067,-119.75514,10/15/11,2895,,,,,,,,,,,,,,,,,,,04-030-44499,03044499,Kern,"Belridge, South",35.484068,-119.75514,12/20/11,12/20/11,2815,,,,,,,,,,,,,3/1/12,,,,,04-030-44499,03044499,3/1/12,Diatomite
04-030-44500,03044500,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.482922,-119.756049,AW,1/4/12,FF,2873,TVD of well,03044500,Kern,"Belridge, South",35.482922,-119.756049,10/25/11,2953,,,,,,,,,,,,,,,,,,,04-030-44500,03044500,Kern,"Belridge, South",35.482923,-119.756049,1/4/12,1/4/12,2873,04-030-44500,03044500,35.48292167,-119.7560825,1/30/13,,04-030-44500,03044500,,,,,3/1/12,,,,,04-030-44500,03044500,3/1/12,Diatomite
04-030-44501,03044501,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483935,-119.756537,AW,1/3/12,FF,2844,TVD of well,03044501,Kern,"Belridge, South",35.483935,-119.756537,10/22/11,2924,,,,,,,,,,,,,,,,,,,04-030-44501,03044501,Kern,"Belridge, South",35.483935,-119.756537,1/3/12,1/3/12,2844,04-030-44501,03044501,35.48393528,-119.7565372,1/31/13,,,,,,,,3/1/12,,,,,04-030-44501,03044501,3/1/12,Diatomite
04-030-44502,03044502,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483766,-119.755253,AW,12/19/11,FF,2860,TVD of well,03044502,Kern,"Belridge, South",35.483766,-119.755253,10/19/11,2940,,,,,,,,,,,,,,,,,,,04-030-44502,03044502,Kern,"Belridge, South",35.483766,-119.755254,12/19/11,12/19/11,2860,,,,,,,,,,,,,3/1/12,,,,,04-030-44502,03044502,3/1/12,Diatomite
04-030-44503,03044503,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483127,-119.757319,AW,1/9/12,FF,2866,TVD of well,03044503,Kern,"Belridge, South",35.483127,-119.757319,11/7/11,2946,,,,,,,,,,,,,,,,,,,04-030-44503,03044503,Kern,"Belridge, South",35.482132,-119.756748,1/9/12,1/9/12,2866,04-030-44503,03044503,35.48213194,-119.7567481,3/15/13,,04-030-44503,03044503,,,,,6/1/12,,,,,04-030-44503,03044503,6/1/12,Diatomite
04-030-44504,03044504,0,N,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483127,-119.757319,AW,1/26/12,FF,2872,TVD of well,03044504,Kern,"Belridge, South",35.483127,-119.757319,12/15/11,0,,,,,,,,,,,,,,,,,,,04-030-44504,03044504,Kern,"Belridge, South",35.484264,-119.758818,1/26/12,1/26/12,2872,04-030-44504,03044504,35.48426361,-119.7588181,4/8/13,,,,,,,,6/1/12,,,,,04-030-44504,03044504,6/1/12,Diatomite
04-030-44505,03044505,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483127,-119.757319,AW,1/23/12,FF,2814,TVD of well,03044505,Kern,"Belridge, South",35.483127,-119.757319,11/14/11,2894,,,,,,,,,,,,,,,,,,,04-030-44505,03044505,Kern,"Belridge, South",35.483127,-119.757319,1/23/12,1/23/12,2814,04-030-44505,03044505,35.48312722,-119.7573194,2/20/13,,,,,,,,6/1/12,,,,,04-030-44505,03044505,6/1/12,Diatomite
04-030-44506,03044506,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483308,-119.757791,AW,1/23/12,FF,2878,TVD of well,03044506,Kern,"Belridge, South",35.483308,-119.757791,11/24/11,2958,,,,,,,,,,,,,,,,,,,04-030-44506,03044506,Kern,"Belridge, South",35.483308,-119.757791,1/23/12,1/23/12,2878,04-030-44506,03044506,35.48330806,-119.7577908,3/11/13,,,,,,,,6/1/12,,,,,04-030-44506,03044506,6/1/12,Diatomite
04-030-44507,03044507,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483716,-119.758363,AW,1/28/12,FF,2867,TVD of well,03044507,Kern,"Belridge, South",35.483716,-119.758363,12/7/11,2947,,,,,,,,,,,,,,,,,,,04-030-44507,03044507,Kern,"Belridge, South",35.483716,-119.758363,1/28/12,1/28/12,2867,04-030-44507,03044507,35.48371583,-119.7583628,4/12/13,,04-030-44507,03044507,,,,,6/1/12,,,,,04-030-44507,03044507,6/1/12,Diatomite
04-030-44508,03044508,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483645,-119.757767,AW,1/24/12,FF,2853,TVD of well,03044508,Kern,"Belridge, South",35.483645,-119.757767,12/10/11,0,,,,,,,,,,,,,,,,,,,04-030-44508,03044508,Kern,"Belridge, South",35.483645,-119.757768,1/24/12,1/24/12,2853,04-030-44508,03044508,35.483645,-119.7577675,4/8/13,,,,,,,,6/1/12,,,,,04-030-44508,03044508,6/1/12,Diatomite
04-030-44520,03044520,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483471,-119.757698,AW,1/24/12,FF,2853,TVD of well,03044520,Kern,"Belridge, South",35.483471,-119.757698,12/3/11,2933,,,,,,,,,,,,,,,,,,,04-030-44520,03044520,Kern,"Belridge, South",35.483471,-119.757698,1/24/12,1/24/12,2853,04-030-44520,03044520,35.48347111,-119.7576978,4/10/13,,,,,,,,3/1/12,04-030-44520,03044520,3/1/12,Diatomite,,,,
04-030-44521,03044521,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.482453,-119.757674,AW,1/10/12,FF,2851,TVD of well,03044521,Kern,"Belridge, South",35.482453,-119.757674,11/18/11,2931,,,,,,,,,,,,,,,,,,,04-030-44521,03044521,Kern,"Belridge, South",35.482424,-119.757643,1/10/12,1/10/12,2851,04-030-44521,03044521,35.48242389,-119.7576433,3/11/13,,,,,,,,3/1/12,04-030-44521,03044521,3/1/12,Diatomite,,,,
04-030-44522,03044522,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.482453,-119.757075,AW,1/11/12,FF,2869,TVD of well,03044522,Kern,"Belridge, South",35.482453,-119.757075,11/10/11,2949,,,,,,,,,,,,,,,,,,,04-030-44522,03044522,Kern,"Belridge, South",35.482492,-119.757088,1/11/12,1/11/12,2869,04-030-44522,03044522,35.48249194,-119.7570878,3/13/13,,04-030-44522,03044522,,,,,3/1/12,04-030-44522,03044522,3/1/12,Diatomite,,,,
04-030-44523,03044523,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.483959,-119.755019,AW,12/19/11,FF,2839,TVD of well,03044523,Kern,"Belridge, South",35.483959,-119.755019,10/12/11,2919,,,,,,,,,,,,,,,,,,,04-030-44523,03044523,Kern,"Belridge, South",35.483959,-119.755019,12/19/11,12/19/11,2839,,,,,,,,,,,,,2/1/12,04-030-44523,03044523,2/1/12,Diatomite,,,,
04-030-44566,03044566,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Tulare,35.667863,-119.770555,AW,5/1/13,FP,712.9,TVD of well,,Kern,Lost Hills,35.667863,-119.770555,1/22/13,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44566,03044566,35.667898,-119.769601,,712.9,,,,,,,5/1/13,04-030-44566,03044566,5/1/13,Tulare,04-030-44566,03044566,4/1/13,Tulare
04-030-44567,03044567,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Tulare,35.66779,-119.77158,AW,6/1/13,FP,711.94,TVD of well,,Kern,Lost Hills,35.66779,-119.77158,1/19/13,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44567,03044567,35.667825,-119.770626,,711.94,,,,,,,6/1/13,04-030-44567,03044567,6/1/13,Tulare,04-030-44567,03044567,5/1/13,Tulare
04-030-44568,03044568,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Tulare,35.667549,-119.772598,AW,5/1/13,FP,614,TVD of well,,Kern,Lost Hills,35.667549,-119.772598,1/15/13,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44568,03044568,35.667684,-119.771644,,614,,,,,,,5/1/13,04-030-44568,03044568,5/1/13,Tulare,04-030-44568,03044568,4/1/13,Tulare
04-030-44569,03044569,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Tulare,35.667143,-119.770215,AW,7/1/13,FP,780.97,TVD of well,,Kern,Lost Hills,35.667143,-119.770215,1/25/13,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44569,03044569,35.667178,-119.769262,,780.97,,,,,,,7/1/13,04-030-44569,03044569,7/1/13,Tulare,04-030-44569,03044569,5/1/13,Tulare
04-030-44570,03044570,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Tulare,35.666955,-119.771103,AW,5/1/13,FP,723.99,TVD of well,,Kern,Lost Hills,35.666955,-119.771103,1/28/13,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44570,03044570,35.66699,-119.770149,,723.99,,,,,,,5/1/13,04-030-44570,03044570,5/1/13,Tulare,04-030-44570,03044570,4/1/13,Tulare
04-030-44571,03044571,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Tulare,35.666823,-119.772216,AW,6/1/13,FP,618.74,TVD of well,,Kern,Lost Hills,35.666823,-119.772216,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44571,03044571,35.666858,-119.771261,,618.74,,,,,,,6/1/13,04-030-44571,03044571,6/1/13,Tulare,04-030-44571,03044571,5/1/13,Tulare
04-030-44572,03044572,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Tulare,35.66577,-119.769312,AW,5/1/13,FP,719.99,TVD of well,,Kern,Lost Hills,35.66577,-119.769312,1/29/13,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44572,03044572,35.666498,-119.768753,,719.99,,,,,,,5/1/13,04-030-44572,03044572,5/1/13,Tulare,04-030-44572,03044572,4/1/13,Tulare
04-030-44573,03044573,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Tulare,35.666336,-119.770596,AW,6/1/13,FP,749.39,TVD of well,,Kern,Lost Hills,35.666336,-119.770596,1/18/13,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44573,03044573,35.666371,-119.769642,,749.39,,,,,,,6/1/13,04-030-44573,03044573,6/1/13,Tulare,04-030-44573,03044573,5/1/13,Tulare
04-030-44613,03044613,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.47247,-119.740858,AW,10/25/11,FF,1940,TVD of well,03044613,Kern,"Belridge, South",35.47247,-119.740858,9/24/11,2033,,,,,,,,,,,,,,,,,,,04-030-44613,03044613,Kern,"Belridge, South",35.4724704,-119.7408576,10/25/11,10/25/11,1940,,,,,,,,,,,,,11/1/11,,,,,04-030-44613,03044613,11/1/11,Diatomite
04-030-44614,03044614,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.472689,-119.740445,AW,10/25/11,FF,1980,TVD of well,03044614,Kern,"Belridge, South",35.472689,-119.740445,9/19/11,2075,,,,,,,,,,,,,,,,,,,04-030-44614,03044614,Kern,"Belridge, South",35.4726887,-119.7404446,10/25/11,10/25/11,1980,,,,,,,,,,,,,11/1/11,,,,,04-030-44614,03044614,11/1/11,Diatomite
04-030-44618,03044618,1,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.466359,-119.741639,AW,11/1/11,FI,1776,MD of well,,Kern,"Belridge, South",35.466359,-119.741639,10/12/11,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44618,03044618,,,,,11/1/11,,,,,04-030-44618,03044618,11/1/11,Diatomite
04-030-44620,03044620,1,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.466304,-119.740635,AW,12/1/11,FI,1745,MD of well,,Kern,"Belridge, South",35.466304,-119.740635,10/25/11,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44620,03044620,,,,,12/1/11,,,,,04-030-44620,03044620,12/1/11,Diatomite
04-030-44621,03044621,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.468605,-119.735578,AW,12/4/12,FF,1980,TVD of well,03044621,Kern,"Belridge, South",35.468605,-119.735578,,0,,,,,,,,,,,,,,,,,,,04-030-44621,03044621,Kern,"Belridge, South",35.4686058,-119.7355794,12/4/12,12/4/12,1980,,,,,,,,,,,,,11/1/11,,,,,04-030-44621,03044621,11/1/11,Diatomite
04-030-44622,03044622,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.46964,-119.73556,AW,12/3/12,FF,2100,TVD of well,03044622,Kern,"Belridge, South",35.46964,-119.73556,,0,,,,,,,,,,,,,,,,,,,04-030-44622,03044622,Kern,"Belridge, South",35.4696385,-119.7355616,12/3/12,12/3/12,2100,,,,,,,,,,,,,11/1/11,,,,,04-030-44622,03044622,11/1/11,Diatomite
04-030-44623,03044623,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.468409,-119.735745,AW,12/11/12,FF,1911,TVD of well,03044623,Kern,"Belridge, South",35.468409,-119.735745,,0,,,,,,,,,,,,,,,,,,,04-030-44623,03044623,Kern,"Belridge, South",35.46841,-119.7357451,12/11/12,12/11/12,1911,,,,,,,,,,,,,11/1/11,,,,,04-030-44623,03044623,11/1/11,Diatomite
04-030-44627,03044627,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.462346,-119.728912,AW,8/31/12,FF,1900,TVD of well,03044627,Kern,"Belridge, South",35.462346,-119.728912,11/4/11,1995,,,,,,,,,,,,,,,,,,,04-030-44627,03044627,Kern,"Belridge, South",35.4623463,-119.728912,8/31/12,8/31/12,1900,,,,,,,,,,,,,1/1/12,,,,,04-030-44627,03044627,1/1/12,Diatomite
04-030-44628,03044628,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.462677,-119.729406,AW,12/1/11,FI,1996,MD of well,03044628,Kern,"Belridge, South",35.462677,-119.729406,10/7/11,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/11,,,,,04-030-44628,03044628,12/1/11,Diatomite
04-030-44634,03044634,1,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.462584,-119.726972,AW,12/1/11,FP,2230,MD of well,,Kern,"Belridge, South",35.462584,-119.726972,10/12/11,2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44634,03044634,,,,,12/1/11,04-030-44634,03044634,12/1/11,Diatomite,,,,
04-030-44635,03044635,1,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.467107,-119.731965,AW,11/1/11,FP,2253,MD of well,,Kern,"Belridge, South",35.467107,-119.731965,10/5/11,2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44635,03044635,,,,,11/1/11,04-030-44635,03044635,11/1/11,Diatomite,,,,
04-030-44644,03044644,1,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.453577,-119.710273,AW,12/1/11,FP,2093,MD of well,,Kern,"Belridge, South",35.453577,-119.710273,10/26/11,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44644,03044644,,,,,12/1/11,04-030-44644,03044644,12/1/11,Diatomite,,,,
04-030-44651,03044651,1,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.463216,-119.730909,AW,8/1/12,FI,1238,MD of well,,Kern,"Belridge, South",35.463216,-119.730909,2/8/12,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44651,03044651,,,,,8/1/12,,,,,04-030-44651,03044651,8/1/12,Diatomite
04-030-44655,03044655,1,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.458686,-119.726855,AW,3/1/12,FI,1193,MD of well,,Kern,"Belridge, South",35.458686,-119.726855,11/18/12,1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44655,03044655,,,,,3/1/12,,,,,04-030-44655,03044655,3/1/12,Diatomite
04-030-44675,03044675,1,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.450246,-119.719722,AW,11/1/11,FI,1621,MD of well,,Kern,"Belridge, South",35.450246,-119.719722,10/17/11,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44675,03044675,,,,,11/1/11,,,,,04-030-44675,03044675,11/1/11,Diatomite
04-030-44676,03044676,1,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.448777,-119.715883,AW,12/1/11,FI,1561,MD of well,,Kern,"Belridge, South",35.448777,-119.715883,10/19/11,1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44676,03044676,,,,,12/1/11,,,,,04-030-44676,03044676,12/1/11,Diatomite
04-030-44678,03044678,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.44965,-119.708711,AW,11/1/11,FI,1572,MD of well,03044678,Kern,"Belridge, South",35.44965,-119.708711,10/25/11,1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/11,,,,,04-030-44678,03044678,11/1/11,Diatomite
04-030-44686,03044686,0,N,OG,San Joaquin,Kern,Any Field,,,35.330662,-119.730237,AW,4/27/12,FF,8754,TVD of well,03044686,Kern,Any Field,35.330662,-119.730237,,0,,,,,,,,,,,,,,,,,,,04-030-44686,03044686,Kern,,35.3307,-119.72928,4/27/12,4/27/12,8754,04-030-44686,03044686,38.32799861,-122.2981522,4/27/12,8591.778392,,,,,,,,,,,,,,,
04-030-44691,03044691,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.63452517,-119.742587,AW,1/31/12,FF,2484,TVD of well,03044691,Kern,Lost Hills,35.63452517,-119.742587,12/6/11,2484,,,,,,,,,,,,,,,,,,,04-030-44691,03044691,Kern,Lost Hills,35.634525,-119.742587,1/31/12,1/31/12,2484,,,,,,,,,,,,,5/1/12,04-030-44691,03044691,5/1/12,Etchegoin,,,,
