API,DOGGR_API,WR_only?,GIS_Code1,GIS_Code2,Basin,County,Field,Area,Pool,Latitude,Longitude,Lat_Long_Source,Date,Date_Source,Depth_ft,Depth_type,AW_Frac_DOGGR_API,AW_County,AW_Field,AW_Latitude,AW_fLongitude,AW_SPUDDate,AW_WellDepth_ft,CR_API,CR_DOGGR_API,CR_County,CR_Field,CR_Horizon,CR_Lat,CR_Lng,CR_Job_Start,CR_Job_End,CR_TVD_Start,Notices_API,Notices_DOGGR_API,Notices_Min_Depth,SC_API,SC_DOGGR_API,SC_Latitude,SC_Longitude,SC_Start_Date,FF_API,FF_DOGGR_API,FF_County,FF_Field,FF_Latitude,FF_Longitude,FF_JobStartDate,FF_JobEndDate,FF_True_Vertical_Depth,CV_API,CV_DOGGR_API,CV_Lat,CV_Lng,CV_Date_Treatment_Begin,CV_TVD_ft,WR_Frac_Confirmed_API,WR_Frac_Confirmed_DOGGR_API,WR_Frac_Pack_API,WR_Frac_Pack_DOGGR_API,WR_Latitude,WR_Longitude,Min_FP_FI_Date,FP_API,FP_DOGGR_API,FP_Date,FP_Pool_Name,FI_API,FI_DOGGR_API,FI_Date,FI_Pool_Name
04-030-47479,03047479,0,A,OG,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,35.526324,-119.780265,AW,6/18/12,FF,1530,TVD of well,03047479,Kern,"Belridge, North",35.526324,-119.780265,6/3/12,1609,,,,,,,,,,,,,,,,,,,04-030-47479,03047479,Kern,"Belridge, North",35.5263238,-119.7802647,6/18/12,6/18/12,1530,,,,,,,,,,,,,8/1/12,04-030-47479,03047479,8/1/12,Diatomite,,,,
04-030-47480,03047480,0,A,OG,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,35.526698,-119.779071,AW,6/18/12,FF,1530,TVD of well,03047480,Kern,"Belridge, North",35.526698,-119.779071,6/1/12,1674,,,,,,,,,,,,,,,,,,,04-030-47480,03047480,Kern,"Belridge, North",35.5266984,-119.7790706,6/18/12,6/18/12,1530,,,,,,,,,,,,,7/1/12,04-030-47480,03047480,7/1/12,Diatomite,,,,
04-030-47481,03047481,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.473725,-119.716051,AW,9/1/12,FI,1225,TVD of well,,Kern,"Belridge, South",35.473725,-119.716051,5/14/12,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47481,03047481,35.473758,-119.715099,,1225,,,,,,,9/1/12,,,,,04-030-47481,03047481,9/1/12,Tulare
04-030-47482,03047482,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.477156,-119.716048,AW,9/1/12,FI,1211,TVD of well,,Kern,"Belridge, South",35.477156,-119.716048,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47482,03047482,35.47719,-119.715095,,1211,,,,,,,9/1/12,,,,,04-030-47482,03047482,9/1/12,Tulare
04-030-47483,03047483,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.471523,-119.72567,AW,9/1/12,FI,1124.99,TVD of well,,Kern,"Belridge, South",35.471523,-119.72567,8/26/12,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47483,03047483,35.471557,-119.724716,,1124.99,,,,,,,9/1/12,,,,,04-030-47483,03047483,9/1/12,Tulare
04-030-47484,03047484,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.469885,-119.700715,AW,5/1/13,FI,1229.99,TVD of well,,Kern,"Belridge, South",35.469885,-119.700715,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47484,03047484,35.469855,-119.699917,,1229.99,,,,,,,5/1/13,,,,,04-030-47484,03047484,5/1/13,Tulare
04-030-47485,03047485,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.483118,-119.738447,AW,3/1/13,FI,1159.99,TVD of well,,Kern,"Belridge, South",35.483118,-119.738447,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47485,03047485,35.483149,-119.737492,,1159.99,,,,,,,3/1/13,,,,,04-030-47485,03047485,3/1/13,Tulare
04-030-47486,03047486,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.469842,-119.706997,AW,5/1/13,FI,1295,TVD of well,,Kern,"Belridge, South",35.469842,-119.706997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47486,03047486,35.469875,-119.706046,,1295,,,,,,,5/1/13,,,,,04-030-47486,03047486,5/1/13,Tulare
04-030-47491,03047491,0,N,OB,San Joaquin,Kern,"Belridge, South",,,35.426751,-119.672136,AW,7/25/12,AW,1054.75,TVD of well,,Kern,"Belridge, South",35.426751,-119.672136,7/25/12,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47491,03047491,35.426784,-119.671186,,1054.75,,,,,,,,,,,,,,,
04-030-47492,03047492,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.425658,-119.673122,AW,10/1/12,FI,1199,TVD of well,,Kern,"Belridge, South",35.425658,-119.673122,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47492,03047492,35.42569,-119.672171,,1199,,,,,,,10/1/12,,,,,04-030-47492,03047492,10/1/12,Tulare
04-030-47493,03047493,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.419603,-119.674827,AW,9/1/12,FI,1233,TVD of well,,Kern,"Belridge, South",35.419603,-119.674827,8/6/13,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47493,03047493,35.419636,-119.673876,,1233,,,,,,,9/1/12,,,,,04-030-47493,03047493,9/1/12,Tulare
04-030-47494,03047494,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.428235,-119.667632,AW,10/1/12,FI,1358,TVD of well,,Kern,"Belridge, South",35.428235,-119.667632,7/15/12,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47494,03047494,35.428268,-119.666682,,1358,,,,,,,10/1/12,,,,,04-030-47494,03047494,10/1/12,Tulare
04-030-47499,03047499,0,A,SF,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.41949,-119.677928,AW,11/1/12,FI,1245,TVD of well,,Kern,"Belridge, South",35.41949,-119.677928,9/23/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47499,03047499,35.419523,-119.676977,,1245,,,,,,,11/1/12,,,,,04-030-47499,03047499,11/1/12,Tulare
04-030-47499,03047499,0,A,SF,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.41949,-119.677928,AW,11/1/12,FI,1245,TVD of well,,Kern,"Belridge, South",35.41949,-119.677928,9/23/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47499,03047499,35.419523,-119.676977,,1245,,,,,,,11/1/12,,,,,04-030-47499,03047499,11/1/12,Tulare
04-030-47503,03047503,0,A,SF,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,35.019602,-119.286232,AW,8/1/12,FP,2206.93,TVD of well,,Kern,Midway-Sunset,35.019602,-119.286232,6/26/12,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47503,03047503,35.019602,-119.286232,,2206.93,,,,,,,8/1/12,04-030-47503,03047503,8/1/12,No Pool Breakdown,04-030-47503,03047503,8/1/12,No Pool Breakdown
04-030-47528,03047528,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.614876,-119.723694,AW,9/18/12,FF,2250,TVD of well,03047528,Kern,Lost Hills,35.614876,-119.723694,8/4/12,2382,,,,,,,,,,,,,,,,,,,04-030-47528,03047528,Kern,Lost Hills,35.6148762,-119.7236937,9/18/12,9/18/12,2250,,,,,,,,,,,,,3/1/13,04-030-47528,03047528,3/1/13,Etchegoin,,,,
04-030-47529,03047529,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.611326,-119.716497,AW,9/14/12,FF,2640,TVD of well,03047529,Kern,Lost Hills,35.611326,-119.716497,7/1/12,2783,,,,,,,,,,,,,,,,,,,04-030-47529,03047529,Kern,Lost Hills,35.6113255,-119.716497,9/14/12,9/14/12,2640,,,,,,,,,,,,,10/1/12,04-030-47529,03047529,10/1/12,Etchegoin,,,,
04-030-47530,03047530,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.611517,-119.724874,AW,9/20/12,FF,2270,TVD of well,03047530,Kern,Lost Hills,35.611517,-119.724874,7/17/12,2419,,,,,,,,,,,,,,,,,,,04-030-47530,03047530,Kern,Lost Hills,35.6115169,-119.7248743,9/20/12,9/20/12,2270,,,,,,,,,,,,,10/1/12,04-030-47530,03047530,10/1/12,Etchegoin,,,,
04-030-47531,03047531,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.610932,-119.724601,AW,9/20/12,FF,2280,TVD of well,03047531,Kern,Lost Hills,35.610932,-119.724601,7/20/12,2419,,,,,,,,,,,,,,,,,,,04-030-47531,03047531,Kern,Lost Hills,35.6109316,-119.7246011,9/20/12,9/20/12,2280,,,,,,,,,,,,,10/1/12,04-030-47531,03047531,10/1/12,Etchegoin,,,,
04-030-47532,03047532,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.608636,-119.719967,AW,9/11/12,FF,2370,TVD of well,03047532,Kern,Lost Hills,35.608636,-119.719967,7/9/12,2512,,,,,,,,,,,,,,,,,,,04-030-47532,03047532,Kern,Lost Hills,35.6086355,-119.7199674,9/11/12,9/11/12,2370,,,,,,,04-030-47532,03047532,,,,,9/1/12,04-030-47532,03047532,9/1/12,Etchegoin,,,,
04-030-47533,03047533,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.606808,-119.722098,AW,9/7/12,FF,2360,TVD of well,03047533,Kern,Lost Hills,35.606808,-119.722098,7/10/12,2503,,,,,,,,,,,,,,,,,,,04-030-47533,03047533,Kern,Lost Hills,35.6068079,-119.7220982,9/7/12,9/7/12,2360,,,,,,,,,,,,,9/1/12,04-030-47533,03047533,9/1/12,Etchegoin,,,,
04-030-47534,03047534,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.615483,-119.718704,AW,10/2/12,FF,2590,TVD of well,03047534,Kern,Lost Hills,35.615483,-119.718704,6/25/12,2735,,,,,,,,,,,,,,,,,,,04-030-47534,03047534,Kern,Lost Hills,35.6154826,-119.7187044,10/2/12,10/2/12,2590,,,,,,,04-030-47534,03047534,,,,,10/1/12,04-030-47534,03047534,10/1/12,Etchegoin,,,,
04-030-47535,03047535,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.614272,-119.724854,AW,9/17/12,FF,2140,TVD of well,03047535,Kern,Lost Hills,35.614272,-119.724854,7/31/12,2282,,,,,,,,,,,,,,,,,,,04-030-47535,03047535,Kern,Lost Hills,35.6142725,-119.7248543,9/17/12,9/17/12,2140,,,,,,,,,,,,,9/1/12,04-030-47535,03047535,9/1/12,Etchegoin,,,,
04-030-47536,03047536,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613868,-119.717441,AW,9/14/12,FF,2660,TVD of well,03047536,Kern,Lost Hills,35.613868,-119.717441,6/28/12,2806,,,,,,,,,,,,,,,,,,,04-030-47536,03047536,Kern,Lost Hills,35.6137233,-119.7232861,9/14/12,9/14/12,2660,,,,,,,,,,,,,10/1/12,04-030-47536,03047536,10/1/12,Etchegoin,,,,
04-030-47537,03047537,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613471,-119.720006,AW,9/14/12,FF,2410,TVD of well,03047537,Kern,Lost Hills,35.613471,-119.720006,8/10/12,2553,,,,,,,,,,,,,,,,,,,04-030-47537,03047537,Kern,Lost Hills,35.6134706,-119.7200057,9/14/12,9/14/12,2410,,,,,,,,,,,,,9/1/12,04-030-47537,03047537,9/1/12,Etchegoin,,,,
04-030-47538,03047538,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.612815,-119.724914,AW,9/19/12,FF,2250,TVD of well,03047538,Kern,Lost Hills,35.612815,-119.724914,7/28/12,2391,,,,,,,,,,,,,,,,,,,04-030-47538,03047538,Kern,Lost Hills,35.6128149,-119.7249143,9/19/12,9/19/12,2250,,,,,,,04-030-47538,03047538,,,,,9/1/12,04-030-47538,03047538,9/1/12,Etchegoin,,,,
04-030-47539,03047539,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.611793,-119.723299,AW,9/20/12,FF,2260,TVD of well,03047539,Kern,Lost Hills,35.611793,-119.723299,7/25/12,2400,,,,,,,,,,,,,,,,,,,04-030-47539,03047539,Kern,Lost Hills,35.6117932,-119.7232985,9/20/12,9/20/12,2260,,,,,,,,,,,,,9/1/12,04-030-47539,03047539,9/1/12,Etchegoin,,,,
04-030-47540,03047540,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60965,-119.718663,AW,7/27/12,FF,2440,TVD of well,03047540,Kern,Lost Hills,35.60965,-119.718663,7/7/12,2569,,,,,,,,,,,,,,,,,,,04-030-47540,03047540,Kern,Lost Hills,35.6096502,-119.718663,7/27/12,7/27/12,2440,,,,,,,,,,,,,9/1/12,04-030-47540,03047540,9/1/12,Etchegoin,,,,
04-030-47542,03047542,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.609296,-119.716749,AW,7/27/12,FF,2610,TVD of well,03047542,Kern,Lost Hills,35.609296,-119.716749,7/4/12,2751,,,,,,,,,,,,,,,,,,,04-030-47542,03047542,Kern,Lost Hills,35.6092963,-119.7167487,7/27/12,7/27/12,2610,,,,,,,04-030-47542,03047542,,,,,9/1/12,04-030-47542,03047542,9/1/12,Etchegoin,,,,
04-030-47543,03047543,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.606762,-119.724345,AW,9/7/12,FF,2240,TVD of well,03047543,Kern,Lost Hills,35.606762,-119.724345,7/17/12,2384,,,,,,,,,,,,,,,,,,,04-030-47543,03047543,Kern,Lost Hills,35.6067619,-119.7243445,9/7/12,9/7/12,2240,,,,,,,,,,,,,9/1/12,04-030-47543,03047543,9/1/12,Etchegoin,,,,
04-030-47544,03047544,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.66334,-119.761966,AW,12/1/12,FP,2270,MD of well,03047544,Kern,Lost Hills,35.66334,-119.761966,8/26/12,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/12,04-030-47544,03047544,12/1/12,Etchegoin,,,,
04-030-47545,03047545,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.663075,-119.761523,AW,12/1/12,FP,2306,MD of well,03047545,Kern,Lost Hills,35.663075,-119.761523,8/29/12,2306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/12,04-030-47545,03047545,12/1/12,Etchegoin,,,,
04-030-47546,03047546,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.662797,-119.762116,AW,11/8/12,FF,2087,TVD of well,03047546,Kern,Lost Hills,35.662797,-119.762116,9/4/12,2172,,,,,,,,,,,,,,,,,,,04-030-47546,03047546,Kern,Lost Hills,35.662797,-119.7621157,11/8/12,11/8/12,2087,,,,,,,,,,,,,1/1/13,04-030-47546,03047546,1/1/13,Etchegoin,,,,
04-030-47547,03047547,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.662298,-119.761493,AW,10/22/12,FF,2116,TVD of well,03047547,Kern,Lost Hills,35.662298,-119.761493,9/1/12,2206,,,,,,,,,,,,,,,,,,,04-030-47547,03047547,Kern,Lost Hills,35.6622982,-119.7614929,10/22/12,10/22/12,2116,,,,,,,04-030-47547,03047547,,,,,11/1/12,04-030-47547,03047547,11/1/12,Etchegoin,,,,
04-030-47548,03047548,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.662176,-119.761388,AW,10/22/12,FF,2152,TVD of well,03047548,Kern,Lost Hills,35.662176,-119.761388,9/13/12,2245,,,,,,,,,,,,,,,,,,,04-030-47548,03047548,Kern,Lost Hills,35.6621759,-119.7613876,10/22/12,10/22/12,2152,,,,,,,,,,,,,11/1/12,04-030-47548,03047548,11/1/12,Etchegoin,,,,
04-030-47549,03047549,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.661469,-119.761321,AW,10/23/12,FF,2072,TVD of well,03047549,Kern,Lost Hills,35.661469,-119.761321,9/29/12,2151,,,,,,,,,,,,,,,,,,,04-030-47549,03047549,Kern,Lost Hills,35.6614688,-119.7613212,10/23/12,10/23/12,2072,,,,,,,,,,,,,11/1/12,04-030-47549,03047549,11/1/12,Etchegoin,,,,
04-030-47550,03047550,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.661695,-119.761466,AW,10/24/12,FF,2039,TVD of well,03047550,Kern,Lost Hills,35.661695,-119.761466,9/17/12,2113,,,,,,,,,,,,,,,,,,,04-030-47550,03047550,Kern,Lost Hills,35.6616945,-119.7614664,10/24/12,10/24/12,2039,,,,,,,,,,,,,11/1/12,04-030-47550,03047550,11/1/12,Etchegoin,,,,
04-030-47551,03047551,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.660865,-119.761352,AW,10/25/12,FF,1966,TVD of well,03047551,Kern,Lost Hills,35.660865,-119.761352,9/25/12,2080,,,,,,,,,,,,,,,,,,,04-030-47551,03047551,Kern,Lost Hills,35.6608646,-119.7613518,10/25/12,10/25/12,1966,,,,,,,04-030-47551,03047551,,,,,11/1/12,04-030-47551,03047551,11/1/12,Etchegoin,,,,
04-030-47552,03047552,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.661135,-119.762027,AW,12/1/12,FP,2041,MD of well,03047552,Kern,Lost Hills,35.661135,-119.762027,9/20/12,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/12,04-030-47552,03047552,12/1/12,Etchegoin,,,,
04-030-47553,03047553,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.660594,-119.762032,AW,11/6/12,FF,1859,TVD of well,03047553,Kern,Lost Hills,35.660594,-119.762032,10/2/12,1920,,,,,,,,,,,,,,,,,,,04-030-47553,03047553,Kern,Lost Hills,35.6605912,-119.7620321,11/6/12,11/6/12,1859,,,,,,,04-030-47553,03047553,,,,,12/1/12,04-030-47553,03047553,12/1/12,Etchegoin,,,,
04-030-47554,03047554,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.660342,-119.761327,AW,10/25/12,FF,1877,TVD of well,03047554,Kern,Lost Hills,35.660342,-119.761327,10/5/12,2012,,,,,,,,,,,,,,,,,,,04-030-47554,03047554,Kern,Lost Hills,35.6603422,-119.761327,10/25/12,10/25/12,1877,04-030-47554,03047554,35.660377,-119.760374,,2010.22,,,,,,,11/1/12,04-030-47554,03047554,11/1/12,Etchegoin,,,,
04-030-47555,03047555,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.660073,-119.762211,AW,10/26/12,FF,1841,TVD of well,03047555,Kern,Lost Hills,35.660073,-119.762211,10/8/12,1913,,,,,,,,,,,,,,,,,,,04-030-47555,03047555,Kern,Lost Hills,35.6600733,-119.7622113,10/26/12,10/26/12,1841,,,,,,,,,,,,,12/1/12,04-030-47555,03047555,12/1/12,Etchegoin,,,,
04-030-47556,03047556,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.65956,-119.761954,AW,10/26/12,FF,1825,TVD of well,03047556,Kern,Lost Hills,35.65956,-119.761954,10/11/12,1930,,,,,,,,,,,,,,,,,,,04-030-47556,03047556,Kern,Lost Hills,35.6595602,-119.7619545,10/26/12,10/26/12,1825,,,,,,,,,,,,,12/1/12,04-030-47556,03047556,12/1/12,Etchegoin,,,,
04-030-47561,03047561,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60773452,-119.7200897,AW,8/30/12,FF,2869,TVD of well,03047561,Kern,Lost Hills,35.60773452,-119.7200897,6/27/12,2878,,,,,,,,,,,,,,,,,,,04-030-47561,03047561,Kern,Lost Hills,35.60773452,-119.7200897,8/30/12,8/30/12,2869,04-030-47561,03047561,35.6077739,-119.7191276,8/29/12,2869.29346,04-030-47561,03047561,,,,,9/1/12,04-030-47561,03047561,9/1/12,Etchegoin,,,,
04-030-47562,03047562,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60727754,-119.7205366,AW,8/27/12,FF,2909,TVD of well,03047562,Kern,Lost Hills,35.60727754,-119.7205366,7/18/12,2911,,,,,,,,,,,,,,,,,,,04-030-47562,03047562,Kern,Lost Hills,35.607279,-119.720537,8/27/12,8/27/12,2909,04-030-47562,03047562,35.6073169,-119.7195746,8/26/12,2909.01463,,,,,,,10/1/12,04-030-47562,03047562,10/1/12,Etchegoin,,,,
04-030-47563,03047563,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60577994,-119.7203367,AW,11/1/12,FP,2826.11515,TVD of well,,Kern,Lost Hills,35.60577994,-119.7203367,7/1/12,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47563,03047563,35.6058193,-119.7194052,9/26/12,2826.11515,,,,,,,11/1/12,04-030-47563,03047563,11/1/12,Etchegoin,,,,
04-030-47564,03047564,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60549629,-119.7203847,AW,9/25/12,FF,2755,TVD of well,03047564,Kern,Lost Hills,35.60549629,-119.7203847,7/6/12,2755,,,,,,,,,,,,,,,,,,,04-030-47564,03047564,Kern,Lost Hills,35.605496,-119.720387,9/25/12,9/25/12,2755,04-030-47564,03047564,35.6055357,-119.7194227,9/25/12,2754.27789,,,,,,,11/1/12,04-030-47564,03047564,11/1/12,Etchegoin,,,,
04-030-47565,03047565,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.6051573,-119.7204303,AW,3/23/13,FF,2710,TVD of well,03047565,Kern,Lost Hills,35.6051573,-119.7204303,1/2/13,2715,,,,,,,,,,,,,,,,,,,04-030-47565,03047565,Kern,Lost Hills,35.6051573,-119.7204303,3/23/13,3/23/13,2710,04-030-47565,03047565,35.6051967,-119.7194683,3/22/13,2709.48821,,,,,,,5/1/13,04-030-47565,03047565,5/1/13,Etchegoin,,,,
04-030-47566,03047566,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60564909,-119.719578,AW,3/25/13,FF,2816,TVD of well,03047566,Kern,Lost Hills,35.60564909,-119.719578,1/6/13,2818,,,,,,,,,,,,,,,,,,,04-030-47566,03047566,Kern,Lost Hills,35.60564909,-119.719578,3/25/13,3/25/13,2816,04-030-47566,03047566,35.6056885,-119.7186159,3/24/13,2815.58828,,,,,,,5/1/13,04-030-47566,03047566,5/1/13,Etchegoin,,,,
04-030-47567,03047567,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60805476,-119.7190879,AW,3/30/13,FF,2834,TVD of well,03047567,Kern,Lost Hills,35.60805476,-119.7190879,1/10/13,2837,,,,,,,,,,,,,,,,,,,04-030-47567,03047567,Kern,Lost Hills,35.60805476,-119.7190879,3/30/13,3/30/13,2834,04-030-47567,03047567,35.6080942,-119.7181259,3/30/13,2833.97073,,,,,,,5/1/13,04-030-47567,03047567,5/1/13,Etchegoin,,,,
04-030-47568,03047568,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60798025,-119.7182241,AW,8/31/12,FF,2969,TVD of well,03047568,Kern,Lost Hills,35.60798025,-119.7182241,7/10/12,2969,,,,,,,,,,,,,,,,,,,04-030-47568,03047568,Kern,Lost Hills,35.60798,-119.718224,8/31/12,8/31/12,2969,04-030-47568,03047568,35.6080197,-119.7172621,8/31/12,2968.46439,,,,,,,9/1/12,04-030-47568,03047568,9/1/12,Etchegoin,,,,
04-030-47569,03047569,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60785509,-119.7184681,AW,4/2/13,FF,2871,TVD of well,03047569,Kern,Lost Hills,35.60785509,-119.7184681,,0,,,,,,,,,,,,,,,,,,,04-030-47569,03047569,Kern,Lost Hills,35.6078554,-119.7184671,4/2/13,4/2/13,2871,04-030-47569,03047569,35.6078948,-119.7175052,4/1/13,2876.93906,,,,,,,5/1/13,04-030-47569,03047569,5/1/13,Etchegoin,,,,
04-030-47570,03047570,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60719294,-119.7178794,AW,9/4/12,FF,2950,TVD of well,03047570,Kern,Lost Hills,35.60719294,-119.7178794,7/14/12,2961,,,,,,,,,,,,,,,,,,,04-030-47570,03047570,Kern,Lost Hills,35.60719294,-119.7178794,9/4/12,9/4/12,2950,04-030-47570,03047570,35.6072324,-119.7169175,9/4/12,2950.04101,,,,,,,9/1/12,04-030-47570,03047570,9/1/12,Etchegoin,,,,
04-030-47571,03047571,0,A,SF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60664132,-119.7179156,AW,4/6/13,FF,2838,TVD of well,03047571,Kern,Lost Hills,35.60664132,-119.7179156,1/18/13,2847,,,,,,,,,,,,,,,,,,,04-030-47571,03047571,Kern,Lost Hills,35.60664132,-119.7179156,4/6/13,4/6/13,2838,04-030-47571,03047571,35.6066807,-119.7169537,4/6/13,2837.96967,,,,,,,5/1/13,04-030-47571,03047571,5/1/13,Etchegoin,,,,
04-030-47572,03047572,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.60616551,-119.7189986,AW,9/28/12,FF,2844,TVD of well,03047572,Kern,Lost Hills,35.60616551,-119.7189986,7/21/12,2846,,,,,,,,,,,,,,,,,,,04-030-47572,03047572,Kern,Lost Hills,35.606166,-119.718999,9/28/12,9/28/12,2844,04-030-47572,03047572,35.6062049,-119.7180366,9/28/12,2844.04483,04-030-47572,03047572,,,,,11/1/12,04-030-47572,03047572,11/1/12,Etchegoin,,,,
04-030-47584,03047584,0,A,SF,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,35.145759,-119.504865,AW,8/1/12,FP,2024.19,TVD of well,,Kern,Midway-Sunset,35.145759,-119.504865,5/29/12,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47584,03047584,35.145789,-119.503921,,2024.19,,,,,,,8/1/12,04-030-47584,03047584,8/1/12,No Pool Breakdown,,,,
04-030-47596,03047596,0,N,OG,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),35.27462,-119.349495,AW,8/8/12,FF,9152,TVD of well,03047596,Kern,Elk Hills,35.27462,-119.349495,5/16/12,9754,,,,,,,,,,,,,,,,,,,04-030-47596,03047596,Kern,Elk Hills,35.27462,-119.349495,8/8/12,8/8/12,9152,04-030-47596,03047596,35.275,-119.349,7/13/12,9616.6,,,,,,,8/1/12,04-030-47596,03047596,8/1/12,Stevens (29R),,,,
04-030-47642,03047642,0,A,OG,San Joaquin,Kern,Any Field,Any Area,No Pool Breakdown,35.49711278,-119.2512599,AW,7/9/12,FF,8101,TVD of well,03047642,Kern,Any Field,35.49711278,-119.2512599,5/11/12,12137,,,,,,,,,,,,,,,,,,,04-030-47642,03047642,Kern,,35.49747,-119.25013,7/9/12,7/9/12,8101,04-030-47642,03047642,35.49715444,-119.2503181,7/7/12,7754.262449,,,,,,,7/1/12,04-030-47642,03047642,7/1/12,No Pool Breakdown,,,,
